"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"nWeakComp3",491,2.30516431924883,1.65284819819246,2.73190716626805,0,1,2,3,13,1.27193650626873,9.58777547175888,2.49425236402839e-12,0.00449185300839017
"pWeakComp3",15592.102097,73.2023572629108,39.6032934630289,1568.42085311879,0,40,100,100,100,-0.968445122428814,2.18390986023033,2.11014888396342e-20,0
"X2StepReach3",5836.508049,27.4014462394366,20.1873582109124,407.529431535691,0,4.497355,38.359787,44.708996,54.232803,-0.354564263252089,1.25093160829036,1.10407777912672e-17,6.66133814775094e-16
"ReachEffic3",11154.813291,52.8664137014218,29.9556409751094,897.340426229652,0,43.434345,46.049046,77.315609,100,-0.0126036086741667,2.50761968667054,1.98324932736258e-12,NA
"Broker3",6589.5,30.9366197183099,284.166049769057,80750.34384135,0,0,3,6,4047.5,13.4670137737223,189.455101982946,6.90785516367439e-31,0
"nBroker3",71.106825,0.392855386740331,0.181585420245479,0.0329732648457274,0,0.380952,0.5,0.5,0.5,-1.52683996388225,3.63828250923623,3.88772973519998e-20,NA
"EgoBetween3",150,0.704225352112676,6.31050568989399,39.8224820621844,0,0,0,0,84,11.6747890947155,148.073386299845,1.02660546818057e-30,0
"nEgoBetween3",179.32234,0.990731160220995,5.67137299851439,32.1644716882781,0,0,0,0,53.846153,6.914265523367,54.9443780964854,1.2742115033675e-27,NA
"Degree",1920,9.01408450704225,16.2273002187379,263.325272389051,0,4,5,7,138,5.91626986254801,41.5953340312587,6.85376105318054e-27,0
"OutDegree",812,3.81220657276995,7.36081166787716,54.1815484099566,0,1,3,4,92,9.0725081433498,101.997405699617,1.79210136712514e-27,0
"InDegree",1131,5.30985915492958,14.865997243262,220.997874036673,0,2,2,4,138,7.39734546134557,61.1144848355934,1.89531178228943e-28,0
"Clus.Coef",32.454941,0.159876556650246,0.108799968854786,0.0118374332228025,0,0.087706,0.163636,0.2,0.5,0.869321002240042,4.36130045509246,1.22313030506619e-08,NA
"Eigenvec",9.275828,0.0435484882629108,0.0520157912626115,0.00270564254067557,0,0.002524,0.051445,0.067997,0.36822,3.36045012504624,20.1002303837185,2.9722192509093e-21,1.41082145965754e-09
"Power",13934.151106,65.4185497934272,203.442809903851,41388.9769015744,-0.000217,2.000031,3.00009,5.00021,1316.075684,3.91739961537644,18.638043804774,7.8333052435242e-27,0
"inCloseness",61.378212,0.28816061971831,0.0438696823709851,0.00192454903133112,0.263852,0.267378,0.283997,0.290628,0.815921,8.84676955048147,101.662263214699,1.43276229008343e-26,5.55111512312578e-16
"outCloseness",58.140878,0.272961868544601,0.0236957881075781,0.000561490374039242,0.263852,0.265252,0.265957,0.268087,0.420846,4.70070272315513,26.1817969332742,1.1738159977329e-26,0
"OutdwReach",1649.416618,7.74373999061033,12.7994411275581,163.825693177826,1,3,4,6,109.333359,4.6046879692793,28.0869199091307,3.68149720188801e-25,0
"IndwReach",3162.011664,14.8451251830986,19.3511577969879,374.467308083924,1,4.783333,12.58333,16.833332,182.549835,5.77365151961446,44.3411965674679,1.80226017379778e-24,8.35437274915307e-11
"Betweenness",9031.500037,42.4014086244131,159.055282049797,25298.5827479403,0,0,1.143427,9,1219.90332,5.6642058430315,37.4724345033473,5.05530933904109e-28,0
"Betweenness2",183.049826,0.859388854460094,3.10029473812962,9.61182746327418,0,0.009507,0.188562,0.508049,34.484531,7.78450824039494,74.5554422047182,2.64408018374387e-28,0
"EffSize",1593.263734,7.48011142723005,15.8519603274189,251.284646222062,0,3,3.857143,5.666667,134.757248,6.1024410541798,43.6430726261907,2.35391098914288e-27,0
"Efficiency",159.355858,0.748149568075117,0.18044610492908,0.0325607967840767,0,0.68,0.755102,0.871901,1,-1.28975833257355,6.93739813534802,2.18001752589514e-11,0.00205824136962229
"Constraint",55.330102,0.259765737089202,0.179892327961327,0.0323612496593456,0,0.171483,0.207333,0.298166,1,2.18992014989513,9.15255084247408,1.43933340479774e-16,7.27551729973186e-09
"Hierarchy",15.512602,0.074222976076555,0.185608233700573,0.0344504164174465,0,0.000146,0.010605,0.04233,1,3.92925409167324,18.8195325697466,2.16347137060473e-25,NA
"Indirects",26.314474,0.123542131455399,0.139882587987622,0.0195671384221147,0,0.017146,0.079326,0.191667,0.553788,1.28923735510546,3.73246623583148,4.0134092111124e-15,8.31652090527157e-08
"wmc",3117,14.6338028169014,12.3833113160259,153.346399149615,1,7,11,19,96,2.76242214077302,14.5584608613052,1.87096156981484e-17,6.24864596954211e-07
"dit",377,1.76995305164319,0.657782508108975,0.432677827974134,1,1,2,2,5,1.17780718510983,6.84814439784846,2.89318291162011e-19,6.53471948774964e-08
"noc",178,0.835680751173709,7.44199228571344,55.3832491806183,0,0,0,0,100,11.9076403877749,153.105427405753,1.01714867610487e-30,0
"cbo",1850,8.68544600938967,14.836200767715,220.112853219949,0,4,5,7,116,5.6648022580247,37.4103942375526,5.86385970463768e-27,0
"rfc",6473,30.3896713615023,28.2949973307666,800.606873948091,2,17,22,35,274,4.43038166371032,32.4508564260051,3.72717871480122e-21,1.86675832014593e-07
"lcom",21904,102.835680751174,293.447459609156,86111.4115510674,0,5,43,84,3214,7.45064748506054,69.3156173175348,1.45165153661327e-27,0
"ca",930,4.36619718309859,13.2763509101423,176.261493489237,0,1,2,3,115,7.24511611947225,57.4490492548626,9.01257762198917e-29,0
"ce",1005,4.71830985915493,8.04735354117998,64.759899016742,0,2,3,4,93,7.50203586699585,73.9429868847709,1.06095107902095e-26,0
"npm",2581,12.1173708920188,10.3859633431194,107.86823456462,0,6,9,16,93,3.09439339969125,20.2599665077114,2.09457170324482e-17,4.41145942553511e-07
"lcom3",196.560356917,0.922818577075117,0.460833308148467,0.21236733789906,0,0.75,0.85,0.95841785,2,1.10271765704715,4.2392911538993,8.27026889720934e-15,9.54271106579085e-11
"loc",55282,259.539906103286,321.555204559398,103397.749579236,5,106,163,319,2395,3.85166197184232,21.8059844056933,8.86718963040903e-22,6.31811802875859e-09
"dam",125.527513425,0.589331048943662,0.378633873655916,0.143363610279684,0,0.25,0.666666667,1,1,-0.454487550371583,1.73354453255421,1.05722136735682e-13,5.9154130251482e-05
"moa",237,1.11267605633803,3.09083839045109,9.55328195588626,0,0,0,1,34,6.63284106766379,63.7808371259406,2.40710270854347e-26,0
"mfa",74.990616894,0.352068623915493,0.283986684391901,0.0806484369119051,0,0,0.407407407,0.578947368,1,0.124752385311474,2.11170041239923,1.00950169179997e-11,1.04391403299431e-08
"cam",89.517158968,0.420268351962441,0.142982248554023,0.0204439234015643,0.108571429,0.322222222,0.418181818,0.522727273,1,0.615969976955571,4.50627530593286,4.90693364399777e-05,0.115845950582187
"ic",139,0.652582159624413,0.496644779344383,0.246656036850031,0,0,1,1,2,-0.407876683506867,1.74041972851987,8.63894359491523e-21,3.50941498084012e-13
"cbm",659,3.09389671361502,2.78144294177289,7.73642483833821,0,0,2,6,7,-0.000919001947910848,1.13331761561102,3.36267269016245e-18,4.52970994047064e-14
"amc",3572.503727667,16.7723179702676,16.5452723446056,273.74603695717,2,8.454545455,12.6,18.13333333,121,3.71485849227504,20.8019251030905,2.30369379607698e-21,2.09751549462567e-10
"max_cc",739,3.46948356807512,6.62294882564665,43.8634511471344,0,2,2,3,89,10.4226507838958,132.343600383113,6.74387228052988e-28,0
"avg_cc",242.5109,1.13854882629108,0.875384721870329,0.766298411283993,0,0.8182,0.9211,1.2222,11.1111,7.26608928103136,80.6712199790928,7.58565391699874e-24,1.22201126995236e-09
