Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
apache\xalan\xsltc\compiler\AttributeValue.java-->AttributeValue,9,13,72,18.055555,,,2,22.222221,15.211267,48.430492,29.5,0.409722,10,13.888889,5,0,20,0,,,5,100,3.943662,56,10,0.5,0,0,4,4,12,33.333332,,,2,50,14.647887,60.115608,4,0.333333,0,0,9,1.267606,0.001636,4,5,0.56338,0.704225,0.180556,36,0.04147,5.86477,6.936417,3.925752,400980,415654,0.177066,0.170815,43.249992,36.890511,0.06083,0.051885,190.656754,0.037875,0.24339,6.888889,0.765432,0.15538,0.039927,0.158471,xalan,2.5.0,org.apache.xalan.xsltc.compiler.AttributeValue,2,3,2,10,8,1,7,5,1,2,44,0,0,0.986111111,0.5,0,0,21,3,1.5,0,0
apache\xalan\xsltc\dom\FilteredStepIterator.java-->FilteredStepIterator,2,1,2,50,,,1,50,2.112676,88.235291,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,50,,,1,50,2.112676,88.235291,0.5,0.25,0,0,2,0.28169,0.000364,2,0,0.28169,0,0.5,1,0.000005,0.000766,0.729939,0.413118,504810,451833,0.140647,0.157138,19.355953,1,0.027224,0.001406,0,0,0,1.25,0.625,0.677615,0.016939,0.160714,xalan,2.5.0,org.apache.xalan.xsltc.dom.FilteredStepIterator,2,3,0,3,6,0,0,3,2,0,28,1,1,0.952380952,0.666666667,1,2,12.5,3,1.5,0,0
apache\xalan\xsltc\compiler\NamespaceAlias.java-->NamespaceAlias,3,5,6,83.333336,1.166667,2,1,33.333332,14.507042,55.675674,0.5,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,83.333336,1.166667,2,1,33.333332,14.507042,55.675674,0.5,0.083333,0,0,3,0.422535,0.000545,3,0,0.422535,0,0.833333,3,0.02891,4.088467,-4.291457,-2.428804,504810,414948,0.140647,0.171106,42.733334,1,0.060103,0.001406,0,0,0,1.333333,0.444444,0.37422,0.000889,0.059298,xalan,2.5.0,org.apache.xalan.xsltc.compiler.NamespaceAlias,4,3,0,8,8,6,1,7,3,1,30,1,0,0.952380952,0.4,2,4,6,1,0.75,0,0
apache\xml\serializer\ToTextSAXHandler.java-->ToTextSAXHandler,4,3,12,25,,,2,50,14.929578,86.178864,4.5,0.375,2,16.666666,2,0,2,0,,,2,100,14.366198,98.07692,1,0.5,0,0,2,1,2,50,,,1,50,1.971831,73.684212,0.5,0.25,0,0,4,0.56338,0.000727,2,2,0.28169,0.28169,0.25,6,0.000042,0.005945,2.864532,1.621218,313912,500554,0.226178,0.141843,5,82.492798,0.007032,0.116024,3.92619,0.00078,0.462436,2.75,0.6875,0.32792,0.012354,0.140344,xalan,2.5.0,org.apache.xml.serializer.ToTextSAXHandler,41,3,0,3,56,814,2,1,41,2,161,0,0,0.74,0.153846154,2,6,2.926829268,1,0.9512,0,0
apache\xalan\templates\ElemLiteralResult.java-->ElemLiteralResult,12,37,132,28.030304,,,2,16.666666,27.464788,46.099289,47.5,0.359848,24.75,18.75,4,3,12,25,,,2,50,4.507042,69.565216,4.5,0.375,2.5,20.833334,9,23,72,31.944445,,,2,22.222221,27.183098,50.129871,24.5,0.340278,14.833333,20.601852,12,1.690141,0.002181,9,4,1.267606,0.56338,0.280303,66,0.000017,0.002363,-128.176071,-72.542847,326023,348347,0.217776,0.20382,85.016647,67.026176,0.119573,0.09427,106.483978,0.021153,0.058577,8.653846,0.721154,0.149533,0.060963,0.290432,xalan,2.5.0,org.apache.xalan.templates.ElemLiteralResult,32,4,2,17,84,354,6,12,28,0.88172043,656,1,2,0.86695279,0.180555556,3,19,19.21875,10,1.8438,3,1
apache\xml\utils\SAXSourceLocator.java-->SAXSourceLocator,5,1,20,5,,,4,80,18.02817,84.768211,9.5,0.475,0,0,5,1,20,5,,,4,80,18.02817,84.768211,9.5,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.704225,0.000909,0,5,0,0.704225,0.05,10,0.000006,0.000856,-0.000055,-0.000031,323796,504810,0.219274,0.140647,1,83.076141,0.001406,0.116844,0,0,0.049068,4.7,0.94,0.208051,0.000937,0.019549,xalan,2.5.0,org.apache.xml.utils.SAXSourceLocator,8,2,0,17,29,0,17,0,8,0.285714286,119,0,0,0.666666667,0.34375,0,0,13.75,2,1,0,0
apache\xalan\xsltc\compiler\FunctionAvailableCall.java-->FunctionAvailableCall,11,24,110,21.818182,,,2,18.181818,21.12676,28.680689,43,0.390909,4,3.636364,1,0,0,,0,0,1,100,7.887324,100,0,,0,,10,21,90,23.333334,,,3,30,20.140844,30.620985,34.5,0.383333,0,0,11,1.549296,0.001999,10,1,1.408451,0.140845,0.218182,55,0.074037,10.470416,-0.87364,-0.494448,400990,415644,0.177062,0.170819,47,33.819069,0.066104,0.047565,23.338867,0.004636,0.208042,8,0.727273,0.110824,0.004611,0.101116,xalan,2.5.0,org.apache.xalan.xsltc.compiler.FunctionAvailableCall,7,4,0,19,38,7,0,19,5,0.458333333,275,1,1,0.941176471,0.285714286,3,13,37.71428571,12,3.2857,0,0
apache\xalan\templates\DecimalFormatProperties.java-->DecimalFormatProperties,4,5,12,41.666668,,,1,25,12.394366,65.185188,3.5,0.291667,1,8.333333,3,3,6,50,,,1,33.333332,10,77.173912,1.5,0.25,0.5,8.333333,2,1,2,50,,,1,50,9.718309,74.19355,0.5,0.25,0,0,4,0.56338,0.000727,2,3,0.28169,0.422535,0.416667,6,0.000005,0.000732,51.344746,29.0592,325811,348530,0.217918,0.203713,65.288078,83.299942,0.091826,0.117159,4.251191,0.000845,0.002327,2.3,0.575,0.323571,0.135851,0.086089,xalan,2.5.0,org.apache.xalan.templates.DecimalFormatProperties,25,3,0,6,49,0,4,3,25,0.520833333,161,0.5,1,0.890909091,0.253333333,1,1,5.36,2,1,2,1
apache\xalan\transformer\TransformSnapshotImpl.java-->TransformSnapshotImpl,9,12,72,16.666666,,,2,22.222221,23.380281,61.254612,30,0.416667,1.5,2.083333,1,0,0,,0,0,1,100,13.098592,100,0,,0,,9,12,72,16.666666,,,2,22.222221,23.380281,61.254612,30,0.416667,1.5,2.083333,9,1.267606,0.001636,9,1,1.267606,0.140845,0.166667,36,0.000018,0.002522,-5.543356,-3.137332,325951,348399,0.217824,0.203789,79.783325,75.742821,0.112213,0.10653,79.615669,0.015816,0.159668,7.05,0.783333,0.177984,0.166153,0.162661,xalan,2.5.0,org.apache.xalan.transformer.TransformSnapshotImpl,2,1,0,13,31,0,1,13,0,0.142857143,217,0.928571429,9,0,1,0,0,100.5,3,1.5,0,0
apache\xpath\compiler\OpMapVector.java-->OpMapVector,2,1,2,50,,,1,50,2.112676,75,0.5,0.25,0,0,2,1,2,50,,,1,50,2.112676,75,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.28169,0.000364,0,2,0,0.28169,0.5,1,0,0.000052,-0.00005,-0.000028,324591,504810,0.218737,0.140647,1,65.266708,0.001406,0.091796,0,0,0,1.25,0.625,0.624722,0.005769,0.116667,xalan,2.5.0,org.apache.xpath.compiler.OpMapVector,4,1,0,2,6,0,2,0,4,0.416666667,87,1,0,0,1,0,0,19.75,2,1,1,1
apache\xml\utils\DefaultErrorHandler.java-->DefaultErrorHandler,4,2,12,16.666666,,,2,50,6.056338,76.785713,5,0.416667,1,8.333333,1,0,0,,0,0,1,100,0.985915,100,0,,0,,3,0,6,0,,,3,100,5.774648,83.67347,3,0.5,0,0,4,0.56338,0.000727,3,1,0.422535,0.140845,0.166667,6,0.00001,0.001396,-0.198701,-0.112457,504100,502680,0.140845,0.141243,4,2,0.005626,0.002813,0.5,0.000099,0.020288,3,0.75,0.302047,0.004009,0.097619,xalan,2.5.0,org.apache.xml.utils.DefaultErrorHandler,13,1,1,13,35,58,10,3,13,0.666666667,260,0,0,0,0.307692308,0,0,18.92307692,11,2,1,1
apache\xml\utils\UnImplNode.java-->UnImplNode,2,0,2,0,,,2,100,9.154929,98.484848,1,0.5,1,50,1,0,0,,0,0,1,100,5.070423,100,0,,0,,1,0,0,,0,0,1,100,4.225352,100,0,,0,,2,0.28169,0.000364,1,1,0.140845,0.140845,0,1,0.000008,0.001196,-1.96286,-1.110905,325657,504100,0.218021,0.140845,2,55.019424,0.002813,0.077383,3.683333,0.000732,0.025226,2,1,0.5,0,0,xalan,2.5.0,org.apache.xml.utils.UnImplNode,107,1,1,2,117,5671,1,1,107,2,648,0,0,0,0.191069574,0,0,5.056074766,1,0.9907,1,1
apache\xml\res\XMLErrorResources_ko.java-->XMLErrorResources_ko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,-0.000002,-0.000001,504810,504810,0.140647,0.140647,1,1,0.001406,0.001406,0,0,0,0,0,0,,0,xalan,2.5.0,org.apache.xml.res.XMLErrorResources_ko,3,4,0,1,4,1,0,1,2,1.3,875,0,0,0.976190476,1,0,0,289,1,0.3333,0,0
apache\xml\dtm\ref\ExtendedType.java-->ExtendedType,2,1,2,50,,,1,50,2.816901,80,0.5,0.25,0,0,2,1,2,50,,,1,50,2.816901,80,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.28169,0.000364,0,2,0,0.28169,0.5,1,0.000014,0.00191,-0.997073,-0.564306,290901,504810,0.244069,0.140647,1,66.488152,0.001406,0.093514,0,0,0,1,0.5,0.58451,0.000234,0.081169,xalan,2.5.0,org.apache.xml.dtm.ref.ExtendedType,9,1,0,8,12,0,8,0,7,0.40625,117,1,0,0,0.5,1,2,11.55555556,4,1.1111,0,0
apache\xml\utils\res\XResourceBundle.java-->XResourceBundle,1,0,0,,0,0,1,100,2.394366,100,0,,0,,1,0,0,,0,0,1,100,2.394366,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.140845,0.000182,0,1,0,0.140845,,0,0.000001,0.000141,0.000006,0.000003,325740,504810,0.217965,0.140647,1,47.602783,0.001406,0.066952,0,0,0,1,1,1,1,0,xalan,2.5.0,org.apache.xml.utils.res.XResourceBundle,5,3,18,19,16,8,19,0,3,1.223684211,424,0,0,0.926829268,0.416666667,0,0,80,3,1,1,1
apache\xalan\xsltc\compiler\WithParam.java-->WithParam,8,17,56,30.357143,,,2,25,20.281691,27.906977,19.5,0.348214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,56,30.357143,,,2,25,20.281691,27.906977,19.5,0.348214,0,0,8,1.126761,0.001454,8,0,1.126761,0,0.303571,28,0.074376,10.518353,5.930984,3.356715,504810,414947,0.140647,0.171106,45.483341,1,0.063971,0.001406,0,0,0.001355,5.3125,0.664063,0.14069,0.001328,0.060172,xalan,2.5.0,org.apache.xalan.xsltc.compiler.WithParam,6,3,0,21,39,0,0,21,5,0.4,201,1,2,0.918032787,0.361111111,1,7,32.16666667,3,1.6667,2,1
apache\xalan\lib\PipeDocument.java-->PipeDocument,9,19,72,26.388889,,,2,22.222221,28.732395,54.986523,26.5,0.368056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,72,26.388889,,,2,22.222221,28.732395,54.986523,26.5,0.368056,0,0,9,1.267606,0.001636,9,0,1.267606,0,0.263889,36,0.000018,0.002614,-233.81868,-132.332611,504810,346911,0.140647,0.204663,88.100014,1,0.12391,0.001406,0,0,0.113654,6.722222,0.746914,0.149574,0.011161,0.153211,xalan,2.5.0,org.apache.xalan.lib.PipeDocument,3,1,0,10,46,3,0,10,3,2,257,0,0,0,0.466666667,0,0,84.66666667,1,0.6667,1,1
apache\xalan\xsltc\compiler\Variable.java-->Variable,12,53,132,40.151516,,,1,8.333333,20,25.044092,39.5,0.299242,7.483333,5.669192,5,6,20,30,,,2,40,12.253521,56.862743,7,0.35,4.5,22.5,10,44,90,48.888889,,,1,10,20,26.007326,23,0.255556,2.9,3.222222,12,1.690141,0.002181,10,5,1.408451,0.704225,0.401515,66,0.090348,12.777133,-6.123,-3.465388,400674,415628,0.177201,0.170826,48.233326,63.449963,0.067839,0.08924,69.978897,0.013902,0.005249,6.266666,0.522222,0.138328,0.071176,0.233436,xalan,2.5.0,org.apache.xalan.xsltc.compiler.Variable,6,4,0,34,48,1,10,28,5,2,282,0,0,0.938271605,0.4,2,13,46,8,3.6667,1,1
apache\xalan\xsltc\compiler\SyntaxTreeNode.java-->SyntaxTreeNode,86,490,7310,6.703146,,,1,1.162791,22.394365,12.155963,3410,0.466484,1049.382935,14.355444,82,361,6642,5.43511,,,1,1.219512,21.97183,14.092141,3140.5,0.472824,938.31073,14.12693,11,44,110,40,,,1,9.090909,20.84507,30.833334,33,0.3,16.404762,14.91342,86,12.112676,0.015631,11,82,1.549296,11.549295,0.067031,3655,0.299004,42.28561,-11.944725,-6.760266,400525,415627,0.177267,0.170826,48.733326,112.666672,0.068542,0.158462,3187.979004,0.633302,3.856719,76.129036,0.885221,0.053463,0.216674,0.710986,xalan,2.5.0,org.apache.xalan.xsltc.compiler.SyntaxTreeNode,55,1,5,97,116,1101,74,43,10,0.912037037,1105,1,6,0,0.149691358,0,0,18.87272727,18,2.1818,0,0
apache\xalan\xsltc\compiler\util\RealType.java-->RealType,12,57,132,43.18182,,,1,8.333333,19.295774,36.631016,37.5,0.284091,7.583333,5.744949,7,24,42,57.142857,,,1,14.285714,2.253521,20,9,0.214286,6,14.285714,9,28,72,38.888889,,,1,11.111111,19.15493,40,22,0.305556,4.5,6.25,12,1.690141,0.002181,9,7,1.267606,0.985915,0.431818,66,0.058312,8.246533,-8.668525,-4.90606,400864,415637,0.177117,0.170822,47.116665,44.673817,0.066268,0.062832,147.583328,0.029318,0.04867,6.5,0.541667,0.22772,0.064589,0.587634,xalan,2.5.0,org.apache.xalan.xsltc.compiler.util.RealType,28,3,0,42,61,370,13,34,26,1,533,0,0,0.564516129,0.181547619,1,3,18,10,1.8214,0,0
apache\xpath\operations\Or.java-->Or,2,2,2,100,1,1,1,50,18.169014,70.87912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,100,1,1,1,50,18.169014,70.87912,0,0,0,0,2,0.28169,0.000364,2,0,0.28169,0,1,1,0.000004,0.000636,3.013601,1.705585,504810,348100,0.140647,0.203964,51.758373,1,0.072797,0.001406,0,0,0,1,0.5,0.522341,0.000029,0.022092,xalan,2.5.0,org.apache.xpath.operations.Or,3,3,0,6,7,1,1,5,3,2,42,0,0,0.953488372,0.833333333,1,6,13,1,0.6667,0,0
apache\xalan\xsltc\TransletException.java-->TransletException,8,12,56,21.428572,,,1,12.5,6.901409,49.494949,22,0.392857,0,0,8,12,56,21.428572,,,1,12.5,6.901409,49.494949,22,0.392857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.126761,0.001454,0,8,0,1.126761,0.214286,28,0.000955,0.135037,0.010891,0.006164,479292,504810,0.148135,0.140647,1,20.75,0.001406,0.029184,0,0,0.267501,5.8125,0.726563,0.208302,0.027988,0.272254,xalan,2.5.0,org.apache.xalan.xsltc.TransletException,3,4,0,13,5,3,13,0,3,2,16,0,0,1,0.555555556,0,0,4.333333333,0,0,0,0
apache\xalan\xsltc\runtime\Hashtable.java-->Hashtable,10,14,90,15.555555,,,3,30,6.901409,47.572815,38,0.422222,9,10,9,14,72,19.444445,,,2,22.222221,6.760563,47.058823,29,0.402778,0,0,1,0,0,,0,0,1,100,0.140845,,0,,0,,10,1.408451,0.001818,1,9,0.140845,1.267606,0.155556,45,0.001113,0.157379,1.024971,0.580095,380271,504100,0.186709,0.140845,2,60.840431,0.002813,0.08557,176,0.034963,0.688675,7.65,0.765,0.166148,0.026553,0.269676,xalan,2.5.0,org.apache.xalan.xsltc.runtime.Hashtable,15,1,0,13,26,1,12,2,14,0.553571429,477,1,1,0,0.383333333,0,0,30.53333333,6,2.4667,0,0
apache\xml\utils\DOM2Helper.java-->DOM2Helper,3,1,6,16.666666,,,2,66.666664,3.239437,85.185188,2.5,0.416667,1,16.666666,2,0,2,0,,,2,100,2.394366,100,1,0.5,0,0,1,0,0,,0,0,1,100,1.408451,100,0,,0,,3,0.422535,0.000545,1,2,0.140845,0.28169,0.166667,3,0.000002,0.000226,1.149285,0.650452,287746,496308,0.246745,0.143056,6.416667,56.976223,0.009025,0.080135,26.5,0.005264,0.01873,2.333333,0.777778,0.386181,0.004533,0.075,xalan,2.5.0,org.apache.xml.utils.DOM2Helper,11,2,1,10,29,53,7,3,11,0.8,125,1,0,0.714285714,0.327272727,1,5,10.27272727,4,1.4545,1,1
apache\xalan\processor\ProcessorKey.java-->ProcessorKey,8,21,56,37.5,,,1,12.5,16.619719,50,17.5,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,56,37.5,,,1,12.5,16.619719,50,17.5,0.3125,0,0,8,1.126761,0.001454,8,0,1.126761,0,0.375,28,0.000008,0.001095,168.807266,95.538582,504810,347745,0.140647,0.204173,74.049965,1,0.104149,0.001406,0,0,0.006757,4.8125,0.601563,0.195272,0.006017,0.245908,xalan,2.5.0,org.apache.xalan.processor.ProcessorKey,3,4,0,10,34,3,1,9,1,2,169,0,0,0.990566038,0.666666667,1,1,55.33333333,1,0.6667,0,0
apache\xml\res\XMLErrorResources_en.java-->XMLErrorResources_en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.000001,0.000001,0,504810,504810,0.140647,0.140647,1,1,0.001406,0.001406,0,0,0,0,0,0,,0,xalan,2.5.0,org.apache.xml.res.XMLErrorResources_en,1,4,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,1,1
apache\xpath\objects\XRTreeFragSelectWrapper.java-->XRTreeFragSelectWrapper,6,10,30,33.333332,,,1,16.666666,21.408451,55.882355,10,0.333333,0.833333,2.777778,1,0,0,,0,0,1,100,3.661972,100,0,,0,,5,7,20,35,,,1,20,20,57.723576,6.5,0.325,0,0,6,0.84507,0.001091,5,1,0.704225,0.140845,0.333333,15,0.000009,0.001215,2.063388,1.1678,325874,348793,0.217876,0.203559,54.191704,73.499969,0.076219,0.103375,3.88505,0.000772,0.001513,3.916667,0.652778,0.207677,0.005577,0.113494,xalan,2.5.0,org.apache.xpath.objects.XRTreeFragSelectWrapper,10,4,0,9,23,23,1,8,10,0.555555556,89,0,1,0.905263158,0.28,3,22,7.8,2,1,0,0
