"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"InDegree",1738,5.23493975903614,12.4633207713245,155.334364648928,0,1,2,4,139,5.97499309594765,50.4983564412737,9.47413849232319e-32,0
"Clus.Coef",111.999552,0.36481938762215,0.21682837209036,0.0470145429433558,0,0.219524,0.333333,0.5,1,0.926027096335132,4.25630619829418,1.07901596343096e-10,NA
"Eigenvec",11.171335,0.0336485993975904,0.042334962030026,0.00179224901008375,0,0.009118,0.0212415,0.04476975,0.384248,3.7371800486459,23.4220678012496,2.41414070834628e-25,1.54432022725359e-13
"Power",-1033.40271,-3.11265876506024,149.585162855746,22375.72094658,-828.299866,-14.735973,1.15e-05,27.303375,543.31311,-0.951732975432795,8.58019045209666,3.179779513933e-18,6.66133814775094e-16
"inCloseness",167.496993,0.504509015060241,0.176109232948854,0.0310144619298336,0.263158,0.26719175,0.5061225,0.548496,0.782573,0.0925585649685416,2.07414885113481,2.33765291400838e-18,5.55111512312578e-16
"outCloseness",169.85148,0.511600843373494,0.226537769707139,0.0513193611038848,0.263158,0.266663,0.325847,0.739008,0.760189,0.0120643114419696,1.03267188404516,3.40366316678354e-24,0
"OutdwReach",16594.371346,49.9830462228916,37.9525501962598,1440.39606639962,1,5,46.2916585,85.47912175,129.850098,-0.0460636385269232,1.39504555186965,1.58412177454223e-16,1.42760991916902e-09
"IndwReach",18249.577425,54.9686067018072,35.5146601015145,1261.29108212611,1,5,61.049984,77.6708125,161.666656,-0.327067935765598,2.30107764725545,2.86066270079497e-15,5.5273563503988e-12
"Betweenness",115594.134449,348.175103762048,1956.22418567765,3826813.06463018,0,0,0.648055,49.5913535,29764.95117,11.4263152741819,159.879008953383,7.58097537451912e-36,0
"Betweenness2",172.425388,0.519353578313253,2.62643972057152,6.89818560579583,0,0.00013125,0.013447,0.09221925,39.032238,10.6937602069004,144.676908080313,1.76290327058876e-35,0
"EffSize",2289.356325,6.8956515813253,12.8617562239757,165.424773164978,0,1.72916675,3.3,6.60568175,151.606766,6.23795764018647,57.0298922397477,3.99685583943907e-31,0
"Efficiency",222.434641,0.669983858433735,0.180643792790629,0.0326321798737835,0,0.5625,0.658217,0.7724205,1,-0.339064714384574,4.60329513411399,1.06007698108209e-09,0.115212404827669
"Constraint",107.525839,0.323873009036145,0.241016958185744,0.0580891741331087,0,0.1597195,0.2440245,0.42733625,1,1.42679503278034,4.59624557260296,1.33328094539456e-17,6.70002730962516e-07
"Hierarchy",40.486045,0.123810535168196,0.239040845482456,0.0571405258089673,0,0.005363,0.034496,0.121629,1,3.01158046834403,11.1948688783112,5.59466095824564e-29,NA
"Indirects",60.708132,0.182855819277108,0.156393959559847,0.0244590705868071,0,0.05659475,0.1513735,0.262327,0.727904,1.06215405467386,3.77496021337858,2.34336604730416e-13,0.00011733418857518
"wmc",4629,13.9427710843374,28.6189631769756,819.045053325083,1,4,7,13,351,7.78161688897213,78.5608584527295,1.11015999305666e-32,0
"dit",869,2.61746987951807,2.01236260321647,4.04960324682415,1,1,2,4,8,1.1056279816412,2.77346618438379,1.05441930383844e-21,0
"noc",177,0.533132530120482,2.90256451987727,8.42488079205038,0,0,0,0,38,8.95825241664109,98.5170405987388,1.42884919545727e-35,0
"cbo",4881,14.7018072289157,22.7356726848806,516.910812434026,0,5,9,15,258,5.89297216958115,50.5246764887871,3.03120979046809e-30,0
"rfc",14504,43.6867469879518,59.3517198707973,3522.62665162159,2,12,27,52.25,522,4.50665266375946,30.1592366385947,9.54310630127228e-28,0
"lcom",113398,341.560240963855,2618.11907979708,6854547.51599753,0,1,8,41.25,41713,13.1030950382894,195.446864188782,1.09558646014616e-36,0
"ca",2929,8.82228915662651,20.126827106285,405.089169366287,0,1,3,8,223,6.08818015700177,51.0414338622082,7.9184487051648e-32,0
"ce",2557,7.70180722891566,8.74987767124894,76.5603592618207,0,2,5,10,79,3.35972698449642,20.6236688023139,8.18419975488279e-24,3.76958686487683e-10
"npm",2747,8.27409638554217,17.2834951942498,298.719206129655,0,2,4,8,214,7.20487833387383,72.0448169778542,5.90389596321897e-32,0
"lcom3",307.364477406,0.925796618692771,0.537823334686447,0.28925393933325,0,0.625,0.8,1,2,0.98277016854284,3.21858436412468,1.42610181751014e-18,0
"loc",166307,500.924698795181,1132.98255575891,1283649.47165399,5,80.75,218.5,463.75,12200,6.61732375139209,56.4700333050312,3.04455127978331e-32,0
"dam",184.053030266,0.554376597186747,0.445560888263497,0.198524505150157,0,0,0.7,1,1,-0.238426311635351,1.2424506029571,5.40278667926501e-22,2.22044604925031e-16
"moa",440,1.32530120481928,2.3428669592531,5.48902558875987,0,0,0,2,17,2.90463979123429,13.6431180821648,1.56120453469581e-26,0
"mfa",167.925526782,0.505799779463855,0.440612939559096,0.194139762506907,0,0,0.6794871795,0.957046462,1,-0.147212555680785,1.18939936719156,8.47911842757975e-22,0
"cam",139.988456703,0.421651978021084,0.222298461424609,0.0494166059517485,0.051550388,0.2614285715,0.382783883,0.533333333,1,0.815606277088044,3.35859867713144,3.27196117621497e-10,0.00111886218922119
"ic",231,0.69578313253012,1.00793542746457,1.01593382593819,0,0,0,1,5,1.62883098329805,5.23842229330903,1.06969791132496e-23,0
"cbm",552,1.66265060240964,3.30897199627232,10.9492956721144,0,0,0,2,21,2.96021126149991,12.3895909980919,4.82727022603527e-28,0
"amc",10422.006263928,31.3915851323133,23.1210928059947,534.584932543422,1.285714286,14.4006410225,27.516666665,41.06456044,139.5098039,1.56647011118605,6.45361868257288,1.84485215723672e-15,0.00190166826215332
"max_cc",2628,7.91566265060241,13.1690884229659,173.424889891894,0,1,5,10,167,6.77042864258288,71.0951033750602,6.71892878125188e-30,0
"avg_cc",667.1566,2.0095078313253,2.08720810742118,4.35643768368471,0,0.875,1.6,2.520825,28.6667,6.86727299646615,82.349033564603,1.96816957907427e-27,9.26103638221321e-11
