Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
java\org\apache\poi\util\POILogger.java-->POILogger,20,16,380,4.210526,,,9,45,25.759878,60.427807,182,0.478947,19,5,19,16,342,4.678362,,,8,42.105263,24.924011,60.628468,163,0.476608,0,0,1,0,0,,0,0,1,100,1.519757,100,0,,0,,20,1.519757,0.002292,1,19,0.075988,1.443769,0.042105,190,0.016479,2.330495,1,5.500982,1214065,1731856,0.108396,0.075988,2,162.600052,0.001519,0.123462,121.732384,0.007034,1.107267,18.775,0.93875,0.067673,0.030073,0.140114,poi,3,org.apache.poi.util.POILogger,26,1,3,11,42,325,10,1,22,1.04,693,0,0,0,0.544871795,0,0,25.46153846,10,1.9615,1,1
java\org\apache\poi\ddf\EscherRGBProperty.java-->EscherRGBProperty,6,3,30,10,,,3,50,8.966565,77.124184,13.5,0.45,2,6.666667,5,0,20,0,,,5,100,8.43465,84.090912,10,0.5,0,0,1,0,0,,0,0,1,100,1.595745,100,0,,0,,6,0.455927,0.000688,1,5,0.075988,0.379939,0.1,15,0.00612,0.865438,1,5.500982,1323278,1725282,0.09945,0.076277,4.333333,104.833427,0.00329,0.0796,219.534134,0.012686,0.008148,5.083333,0.847222,0.186193,0.004061,0.055079,poi,3,org.apache.poi.ddf.EscherRGBProperty,5,3,0,4,6,0,3,1,5,2,35,0,0,0.777777778,0.466666667,0,0,6,1,0.8,1,1
java\org\apache\poi\hssf\util\HSSFColor.java-->HSSFColor,6,2,30,6.666667,,,4,66.666664,2.12766,70,14,0.466667,0,0,6,2,30,6.666667,,,4,66.666664,2.12766,70,14,0.466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.455927,0.000688,0,6,0,0.455927,0.066667,15,0.000742,0.104977,0,0,1603142,1733172,0.082089,0.07593,1,35.290882,0.000759,0.026796,0,0,0.009821,5.333333,0.888889,0.207123,0.011025,0.109259,poi,3,org.apache.poi.hssf.util.HSSFColor,6,1,49,51,56,15,51,46,6,1.2,923,1,0,0,0.666666667,0,0,152.5,1,0.8333,0,0
java\org\apache\poi\util\IOUtils.java-->IOUtils,3,1,6,16.666666,,,2,66.666664,1.899696,83.333336,2.5,0.416667,0,0,3,1,6,16.666666,,,2,66.666664,1.899696,83.333336,2.5,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.227964,0.000344,0,3,0,0.227964,0.166667,3,0.000495,0.069951,0,0,1383932,1733172,0.095091,0.07593,1,74.519455,0.000759,0.056583,0,0,0.008515,2.333333,0.777778,0.388765,0.007349,0.077778,poi,3,org.apache.poi.util.IOUtils,3,1,0,3,5,3,3,0,2,2,43,0,0,0,0.5,0,0,13.33333333,1,0.6667,3,1
java\org\apache\poi\poifs\storage\RawDataBlock.java-->RawDataBlock,15,9,210,4.285714,,,6,40,3.191489,50,100.5,0.478571,11.5,5.476191,14,8,182,4.395605,,,6,42.857143,3.115501,50.617283,87,0.478022,0,0,1,0,0,,0,0,1,100,0.227964,100,0,,0,,15,1.139818,0.001719,1,14,0.075988,1.06383,0.042857,105,0.001478,0.209083,1,5.500982,1389160,1731856,0.094734,0.075988,2,80.586136,0.001519,0.061189,24.166666,0.001396,0.433522,13.933333,0.928889,0.102538,0.042017,0.208228,poi,3,org.apache.poi.poifs.storage.RawDataBlock,3,1,0,7,10,0,5,2,3,0.25,83,1,0,0,0.666666667,0,0,26,1,0.6667,1,1
java\org\apache\poi\ddf\EscherSpRecord.java-->EscherSpRecord,19,57,342,16.666666,,,1,5.263158,29.103344,54.172562,142.5,0.416667,12.166667,3.557505,16,33,240,13.75,,,2,12.5,6.68693,35.200001,103.5,0.43125,0,0,3,0,6,0,,,3,100,26.823708,77.242889,3,0.5,0,0,19,1.443769,0.002177,3,16,0.227964,1.215806,0.166667,171,0.024196,3.421883,3,16.502947,1316848,1729224,0.099936,0.076104,4,102.659508,0.003037,0.07795,7.602207,0.000439,0.190497,14.394737,0.757618,0.097189,0.048823,0.314256,poi,3,org.apache.poi.ddf.EscherSpRecord,12,2,0,13,34,32,8,5,11,1.034090909,323,0.125,0,0.633333333,0.35,1,5,24.58333333,14,2,1,1
java\org\apache\poi\hpsf\CustomProperties.java-->CustomProperties,7,11,42,26.190475,,,1,14.285714,2.507599,40.740742,15.5,0.369048,4.5,10.714286,4,3,12,25,,,1,25,1.74772,47.916668,4.5,0.375,0,0,3,3,6,50,,,1,33.333332,1.595745,63.636364,1.5,0.25,0,0,7,0.531915,0.000802,3,4,0.227964,0.303951,0.261905,21,0.000956,0.135213,3,16.502947,1601896,1710818,0.082153,0.076922,10.333333,28.264286,0.007846,0.021461,22.035715,0.001273,0.001171,3.857143,0.55102,0.250606,0.01683,0.313317,poi,3,org.apache.poi.hpsf.CustomProperties,16,3,0,4,52,82,1,3,14,0.266666667,416,1,0,0.782608696,0.1875,2,7,24.8125,3,1.1875,0,0
java\org\apache\poi\hssf\record\IterationRecord.java-->IterationRecord,6,7,30,23.333334,,,1,16.666666,33.43465,42.024834,11.5,0.383333,3,10,2,0,2,0,,,2,100,11.702127,80.208336,1,0.5,0,0,4,3,12,25,,,1,25,32.294834,49.707603,4.5,0.375,0,0,6,0.455927,0.000688,4,2,0.303951,0.151976,0.233333,15,0.052563,7.433581,4,22.003929,1605726,1723965,0.081957,0.076336,6.166667,34.900013,0.004682,0.0265,0.217125,0.000013,0.003748,4,0.666667,0.171732,0.000083,0.015045,poi,3,org.apache.poi.hssf.record.IterationRecord,11,2,0,6,20,35,2,4,9,0.8,112,0.5,0,0.55,0.257575758,1,4,9,2,1.0909,1,1
java\org\apache\poi\poifs\storage\PropertyBlock.java-->PropertyBlock,3,1,6,16.666666,,,2,66.666664,2.583587,79.069771,2.5,0.416667,1,16.666666,2,0,2,0,,,2,100,1.06383,100,1,0.5,0,0,1,0,0,,0,0,1,100,2.203647,100,0,,0,,3,0.227964,0.000344,1,2,0.075988,0.151976,0.166667,3,0.000131,0.01849,1,5.500982,1411557,1723968,0.09323,0.076336,4.666667,64.131332,0.003543,0.048695,3.5,0.000202,0.072552,2.333333,0.777778,0.360418,0.001972,0.039272,poi,3,org.apache.poi.poifs.storage.PropertyBlock,4,2,0,5,11,4,1,4,2,0.833333333,108,1,1,0.5,0.4,1,1,25.5,3,1.25,1,1
java\org\apache\poi\hssf\record\RecordInputStream.java-->RecordInputStream,209,695,43472,1.59873,,,2,0.956938,38.905777,21.557896,21388.5,0.492006,301.376953,0.693267,207,407,42642,0.954458,,,3,1.449275,27.659575,18.879667,21117.5,0.495228,198.833328,0.466285,3,2,6,33.333332,,,1,33.333332,24.544073,69.462364,2,0.333333,0,0,209,15.881459,0.023951,3,207,0.227964,15.729484,0.015987,21736,0.327869,46.367641,3,16.502947,1083515,1726594,0.121457,0.076219,5,325.583984,0.003797,0.247216,840.367065,0.048561,5.808378,202.811905,0.970392,0.047274,0.542786,0.53485,poi,3,org.apache.poi.hssf.record.RecordInputStream,26,2,1,214,54,111,212,3,25,0.552,595,0.8,0,0.264705882,0.288461538,1,1,21.5,7,1.6923,6,1
java\org\apache\poi\hssf\record\formula\AreaNAPtg.java-->AreaNAPtg,3,4,6,66.666664,,,1,33.333332,18.465046,76.898735,1,0.166667,0,0,1,0,0,,0,0,1,100,6.914894,100,0,,0,,2,1,2,50,,,1,50,16.337385,95.555557,0.5,0.25,0,0,3,0.227964,0.000344,2,1,0.151976,0.075988,0.666667,3,0.014325,2.025794,2,11.001965,1403388,1546682,0.093773,0.085085,42.92617,88.0382,0.032594,0.066848,0,0,0,1.666667,0.555556,0.383078,0.002605,0.071257,poi,3,org.apache.poi.hssf.record.formula.AreaNAPtg,6,3,0,5,9,15,2,3,5,1.2,31,0,0,0.875,0.333333333,1,1,4,1,0.6667,0,0
java\org\apache\poi\hpsf\HPSFRuntimeException.java-->HPSFRuntimeException,12,27,132,20.454546,,,1,8.333333,3.647416,32.214764,52.5,0.397727,0,0,12,27,132,20.454546,,,1,8.333333,3.647416,32.214764,52.5,0.397727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.911854,0.001375,0,12,0,0.911854,0.204545,66,0.002373,0.335614,0,0,1579524,1733172,0.083316,0.07593,1,41.980957,0.000759,0.031876,0,0,0.015605,7.5,0.625,0.179271,0.060901,0.41452,poi,3,org.apache.poi.hpsf.HPSFRuntimeException,8,4,4,11,16,22,11,0,8,0.428571429,66,1,0,0.80952381,0.35,1,1,7.125,2,0.75,0,0
java\org\apache\poi\hssf\record\VerticalPageBreakRecord.java-->VerticalPageBreakRecord,3,2,6,33.333332,,,1,33.333332,16.109423,61.271675,2,0.333333,1,16.666666,1,0,0,,0,0,1,100,9.87842,100,0,,0,,2,1,2,50,,,1,50,15.957447,97.222221,0.5,0.25,0,0,3,0.227964,0.000344,2,1,0.151976,0.075988,0.333333,3,0.020853,2.949034,2,11.001965,1731856,1722652,0.075988,0.076394,5.666667,2,0.004303,0.001519,0.5,0.000029,0.0001,2,0.666667,0.371429,0.007823,0.053358,poi,3,org.apache.poi.hssf.record.VerticalPageBreakRecord,4,3,0,3,7,6,1,2,4,1.333333333,18,0,0,0.96,0.5,1,3,3.25,1,0.25,1,1
java\org\apache\poi\hpsf\wellknown\SectionIDMap.java-->SectionIDMap,2,0,2,0,,,2,100,1.139818,100,1,0.5,1,50,1,0,0,,0,0,1,100,1.06383,100,0,,0,,1,0,0,,0,0,1,100,0.075988,,0,,0,,2,0.151976,0.000229,1,1,0.075988,0.075988,0,1,0.000445,0.062907,1,5.500982,1592783,1731856,0.082623,0.075988,2,25.834539,0.001519,0.019616,107,0.006183,0.123892,2,1,0.5,0,0,poi,3,org.apache.poi.hpsf.wellknown.SectionIDMap,8,3,0,5,15,26,4,1,7,0.857142857,295,0.25,1,0.9,0.342857143,1,1,35.375,3,1.125,1,1
java\org\apache\poi\hssf\record\SeriesLabelsRecord.java-->SeriesLabelsRecord,7,4,42,9.523809,,,3,42.857143,34.726444,45.29237,19,0.452381,4.5,10.714286,1,0,0,,0,0,1,100,0.227964,100,0,,0,,6,3,30,10,,,3,50,34.726444,45.427437,13.5,0.45,0,0,7,0.531915,0.000802,6,1,0.455927,0.075988,0.095238,21,0.047223,6.678305,6,33.005894,1731856,1723961,0.075988,0.076336,7.5,2,0.005695,0.001519,4.166667,0.000241,0.048293,6.071428,0.867347,0.160209,0.013315,0.052544,poi,3,org.apache.poi.hssf.record.SeriesLabelsRecord,23,2,0,7,39,0,0,7,21,0.738636364,332,0.875,6,0.34375,0.253623188,1,4,13.08695652,2,0.9565,1,1
java\org\apache\poi\hssf\eventusermodel\HSSFUserException.java-->HSSFUserException,1,0,0,,0,0,1,100,0.607903,100,0,,0,,1,0,0,,0,0,1,100,0.607903,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.075988,0.000115,0,1,0,0.075988,,0,0.000779,0.110207,0,0,1729226,1733172,0.076103,0.07593,1,3,0.000759,0.002278,0,0,0,1,1,1,1,0,poi,3,org.apache.poi.hssf.eventusermodel.HSSFUserException,5,3,0,3,7,4,3,0,5,0.5,29,1,0,0.944444444,0.6,0,0,4.6,1,0.2,0,0
java\org\apache\poi\hssf\eventusermodel\HSSFRequest.java-->HSSFRequest,6,6,30,20,,,1,16.666666,15.577508,85.774055,12,0.4,5.5,18.333334,3,2,6,33.333332,,,1,33.333332,1.139818,71.428574,2,0.333333,0,0,3,2,6,33.333332,,,1,33.333332,15.349545,92.660553,2,0.333333,0,0,6,0.455927,0.000688,3,3,0.227964,0.227964,0.2,15,0.013403,1.895537,3,16.502947,1729224,1702937,0.076104,0.077278,12.166667,4,0.009238,0.003037,19,0.001098,0.016811,4,0.666667,0.27244,0.038717,0.256843,poi,3,org.apache.poi.hssf.eventusermodel.HSSFRequest,4,1,0,7,17,0,2,5,3,0,116,1,0,0,0.5,0,0,27.75,2,1.25,0,0
java\org\apache\poi\hssf\dev\BiffViewer.java-->BiffViewer,130,404,16770,2.409064,,,2,1.538462,32.066868,24.808935,8183,0.487955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,404,16770,2.409064,,,2,1.538462,32.066868,24.808935,8183,0.487955,0,0,130,9.87842,0.014898,130,0,9.87842,0,0.024091,8385,0.255369,36.114674,130,715.127747,1733172,1366278,0.07593,0.09632,187.333115,1,0.142242,0.000759,0,0,1.305622,124.28846,0.956065,0.062235,0.583502,0.429865,poi,3,org.apache.poi.hssf.dev.BiffViewer,8,1,0,133,166,24,1,133,5,0.714285714,1000,0.5,0,0,0.234375,0,0,123.75,126,17.125,2,1
java\org\apache\poi\hssf\record\formula\ConcatPtg.java-->ConcatPtg,4,3,12,25,,,1,25,18.465046,71.260994,4.5,0.375,1,8.333333,3,2,6,33.333332,,,1,33.333332,7.142857,71.21212,2,0.333333,0,0,1,0,0,,0,0,1,100,15.881459,100,0,,0,,4,0.303951,0.000458,1,3,0.075988,0.227964,0.25,6,0.014353,2.029768,1,5.500982,1402072,1725283,0.093861,0.076277,4.166667,89.371552,0.003164,0.06786,1.105354,0.000064,0.020791,3,0.75,0.293675,0.017736,0.077392,poi,3,org.apache.poi.hssf.record.formula.ConcatPtg,9,2,0,5,13,36,2,3,9,1.125,60,0.333333333,0,0.3,0.259259259,0,0,5.333333333,1,0.7778,0,0
java\org\apache\poi\hssf\record\DataFormatRecord.java-->DataFormatRecord,9,8,72,11.111111,,,3,33.333332,34.878418,38.766891,32,0.444444,12,16.666666,3,0,6,0,,,3,100,10.410335,76.966293,3,0.5,0,0,6,3,30,10,,,3,50,34.726444,45.427437,13.5,0.45,0,0,9,0.683891,0.001031,6,3,0.455927,0.227964,0.111111,36,0.058505,8.2739,6,33.005894,1729224,1723961,0.076104,0.076336,7.5,4,0.005695,0.003037,4.407997,0.000255,0.05176,7.444445,0.82716,0.123132,0.009896,0.047364,poi,3,org.apache.poi.hssf.record.DataFormatRecord,19,2,0,8,35,77,1,7,17,0.759259259,304,0.833333333,1,0.392857143,0.254385965,1,4,14.68421053,2,0.9474,1,1
java\org\apache\poi\poifs\storage\RawDataBlockList.java-->RawDataBlockList,10,10,90,11.111111,,,3,30,7.218845,67.85714,40,0.444444,10.5,11.666667,8,7,56,12.5,,,3,37.5,6.382979,71.794868,24.5,0.4375,0,0,2,0,2,0,,,2,100,1.519757,86.95652,1,0.5,0,0,10,0.759878,0.001146,2,8,0.151976,0.607903,0.111111,45,0.001442,0.203916,2,11.001965,1407368,1721342,0.093508,0.076452,5.5,89.740921,0.004176,0.06814,186.28334,0.010764,0.186227,8.1,0.81,0.151385,0.017685,0.218279,poi,3,org.apache.poi.poifs.storage.RawDataBlockList,5,2,0,8,16,10,4,4,5,2,50,0,0,0.555555556,0.5,0,0,9,1,0.8,0,0
java\org\apache\poi\hssf\usermodel\HSSFCell.java-->HSSFCell,63,159,3906,4.070661,,,2,3.174603,31.231003,37.431694,1873.5,0.479647,656.116638,16.797661,45,83,1980,4.191919,,,3,6.666667,10.56231,30.151844,948.5,0.47904,43,2.171717,19,28,342,8.187135,,,3,15.789474,27.583586,56.630264,157,0.459064,17,4.97076,63,4.787234,0.00722,19,45,1.443769,3.419453,0.040707,1953,0.056175,7.944321,19,104.518669,1608250,1353463,0.081828,0.097232,125.147682,65.133331,0.095025,0.049456,5331.650879,0.308092,1.596987,58.5,0.928571,0.050377,0.308246,0.368449,poi,3,org.apache.poi.hssf.usermodel.HSSFCell,36,1,0,28,144,104,5,24,27,0.846428571,1294,0.4375,5,0,0.124074074,0,0,34.5,18,2.7778,14,1
java\org\apache\poi\hssf\eventmodel\ModelFactory.java-->ModelFactory,6,6,30,20,,,2,33.333332,18.465046,66.032608,12,0.4,5,16.666666,1,0,0,,0,0,1,100,0.531915,100,0,,0,,5,6,20,30,,,1,20,18.237082,66.481995,7,0.35,0,0,6,0.455927,0.000688,5,1,0.379939,0.075988,0.2,15,0.020569,2.908939,5,27.504911,1731856,1352239,0.075988,0.09732,105.501343,2,0.080107,0.001519,21.004984,0.001214,0.010058,4.166667,0.694444,0.188494,0.003625,0.061766,poi,3,org.apache.poi.hssf.eventmodel.ModelFactory,5,1,0,8,24,2,0,8,4,0.666666667,117,0,1,0,0.36,0,0,21.8,7,2.2,1,1
java\org\apache\poi\poifs\storage\BlockAllocationTableWriter.java-->BlockAllocationTableWriter,7,5,42,11.904762,,,3,42.857143,5.927052,82.105263,18.5,0.440476,10,23.809525,3,1,6,16.666666,,,2,66.666664,4.93921,94.202896,2.5,0.416667,0,0,4,3,12,25,,,2,50,1.215806,61.53846,4.5,0.375,0,0,7,0.531915,0.000802,4,3,0.303951,0.227964,0.119048,21,0.00138,0.195146,4,22.003929,1413983,1722649,0.09307,0.076394,6.833333,82.202789,0.005189,0.062417,286.526184,0.016557,0.083769,5.714286,0.816326,0.197438,0.014611,0.167099,poi,3,org.apache.poi.poifs.storage.BlockAllocationTableWriter,8,1,0,7,17,0,2,5,7,0.571428571,134,1,2,0,0.458333333,0,0,15.375,3,1.375,1,1
java\org\apache\poi\hssf\util\RangeAddress.java-->RangeAddress,4,2,12,16.666666,,,2,50,2.203647,74.358971,5,0.416667,0,0,4,2,12,16.666666,,,2,50,2.203647,74.358971,5,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.303951,0.000458,0,4,0,0.303951,0.166667,6,0.003692,0.522145,0,0,1400851,1733172,0.093943,0.07593,1,79.333336,0.000759,0.060238,0,0,0.124032,3.375,0.84375,0.29316,0.008135,0.079887,poi,3,org.apache.poi.hssf.util.RangeAddress,30,1,0,3,53,331,3,0,24,0.873563218,773,0,0,0,0.391666667,0,0,24.56666667,6,2.6667,1,1
java\org\apache\poi\poifs\dev\POIFSViewer.java-->POIFSViewer,2,0,2,0,,,2,100,4.635258,100,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,,,2,100,4.635258,100,1,0.5,0,0,2,0.151976,0.000229,2,0,0.151976,0,0,1,0.000769,0.108698,2,11.001965,1733172,1681907,0.07593,0.078245,17.833332,1,0.013541,0.000759,0,0,0.123892,2,1,0.5,0,0,poi,3,org.apache.poi.poifs.dev.POIFSViewer,3,1,0,2,21,3,0,2,2,2,112,0,0,0,0.333333333,0,0,36.33333333,4,2.3333,0,0
