"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"nBroker2",79.735164,0.32812824691358,0.192814154001148,0.0371772979831785,0,0.25,0.416667,0.491678,0.5,-0.835405388562411,2.08191952651647,4.4383462450456e-18,NA
"EgoBetween2",2302.93331,7.38119650641026,66.3458896941484,4401.77707930811,0,0,0,0,974,12.5603947497606,169.174326034495,4.99161124535365e-36,0
"nEgoBetween2",1003.207165,4.1284245473251,12.8318961384798,164.657558508733,0,0,0,0,100,3.8826031196697,20.3755024630632,3.22353377782837e-28,NA
"Size3",1008,3.23076923076923,3.90538609665391,15.2520405639377,0,1,2,4,27,2.64656312667979,12.6600547312129,4.62914948971225e-22,1.2196865739611e-10
"Ties3",1045,3.34935897435897,7.50196541702983,56.2794851183115,0,0,0,3,55,4.06940329823069,22.8065795342121,5.50191986271297e-29,0
"Pairs3",6992,22.4102564102564,69.8416096685321,4877.8504410916,0,0,2,12,702,6.27749954564667,49.2026267538175,3.30362504206575e-32,0
"Density3",4269.678606,17.2164459919355,19.2628905109403,371.058950836472,0,0,13.746345,30.833333,100,1.14135346031874,4.19613443603676,1.77369537902129e-15,NA
"nWeakComp3",398,1.27564102564103,1.11737932917019,1.24853656525682,0,1,1,2,7,1.67224077959177,7.34721705815196,2.08579426012471e-19,1.4432899320127e-15
"pWeakComp3",15151.070039,48.5611219198718,39.5607800633545,1565.05531922111,0,10.394737,40,100,100,0.222742480457158,1.48158774532201,1.43708965851964e-17,1.47548639972683e-13
"X2StepReach3",4093.256248,13.1194110512821,14.2331400714989,202.582276294907,0,1.1078995,7.514451,22.3988435,63.776493,1.09607197824064,3.37403564012553,9.03050059090378e-17,3.83502718470652e-09
"ReachEffic3",19550.069944,62.8619612347267,35.9129216687135,1289.73794278315,0,48.4048175,71.428574,96.3345875,100,-0.791535998142709,2.26958671678592,4.59359609152801e-18,NA
"Broker3",2973.5,9.53044871794872,31.5186343462407,993.424311052024,0,0,1,5,324.5,6.53960758336028,52.9147886633585,1.513213723021e-32,0
"nBroker3",70.651599,0.28488547983871,0.187169338739403,0.0350323613641453,0,0,0.333333,0.4288,0.5,-0.586814904896441,1.79271940378272,4.67573790311214e-16,NA
"EgoBetween3",752.950001,2.41330128525641,13.848317777718,191.77590527266,0,0,0,0,204.666672,11.2313961405865,153.126670600484,6.28545881748274e-35,0
"nEgoBetween3",1008.686248,4.06728325806452,11.3730968386504,129.347331701319,0,0,0,0,75,3.55211380741696,16.8584309871167,1.37511392284928e-27,NA
"Degree",3258,10.4423076923077,19.5638094859557,382.74264160277,0,3,5,9,146,4.49705671909656,25.041352555989,4.81746598624344e-30,0
"OutDegree",1008,3.23076923076923,3.90538609665391,15.2520405639377,0,1,2,4,27,2.64656312667979,12.6600547312129,4.62914948971225e-22,1.5798473640416e-10
"InDegree",2360,7.56410256410256,18.475387116257,341.339929095556,0,1,2,5,132,4.69657234706347,26.4550934543187,3.95840944671826e-31,0
"Clus.Coef",61.550855,0.217494187279152,0.176823761588165,0.0312666426621882,0,0.095737,0.189394,0.333333,1,1.34330031646332,6.08701096921509,5.31798845079655e-13,NA
"Eigenvec",5.390995,0.0172788301282051,0.0386150064833686,0.0014911187257106,0,0.001822,0.0051585,0.01690075,0.281687,4.58123055085116,25.7311767626864,2.77735811076958e-30,0
"Power",1842.688789,5.90605381089744,38.3940166394724,1474.10051371209,-119.08934,-2.06550625,-1.05e-05,3.309732,343.70575,4.6924827228447,35.4660779520328,2.05546581669345e-29,0
"inCloseness",99.379995,0.318525625,0.129880940485356,0.0168690587013605,0.192308,0.19305,0.2104235,0.442521,0.567418,0.175805200215695,1.17603026679077,1.89389143042066e-22,0
"outCloseness",71.557516,0.229351012820513,0.0392674496658528,0.00154193260326029,0.192308,0.192678,0.19762,0.271304,0.291986,0.19638053759996,1.0584929049305,5.82958694950951e-24,0
"OutdwReach",6681.444353,21.4148857467949,21.3878589167688,457.440509043607,1,2,8.041667,39.8605115,78.816689,0.556451916284421,1.84704334851038,1.14904006204544e-17,7.7715611723761e-16
"IndwReach",15169.318399,48.6196102532051,49.7321638763894,2473.28812382805,1,3,23.250001,86.421116,207.499908,0.785558287538613,2.73308257968635,2.26046052790871e-16,7.58471063733168e-12
"Betweenness",145968.195515,467.846780496795,2049.07151404076,4198694.06965328,0,0,1.717262,105.56430225,21600.66211,7.27502446054585,62.1906075195614,7.04797493253124e-34,0
"Betweenness2",149.905106,0.480465083333333,1.55521548629325,2.41869520880636,0,0.00131125,0.0320255,0.2162545,14.636113,5.70554242263617,41.2067460292397,3.62293957597969e-32,0
"EffSize",2737.677491,8.77460734294872,18.7225918705882,350.535446352615,0,2,3.5,6.75793675,139.917221,4.63425942999314,26.1423536959771,1.13439023556655e-30,0
"Efficiency",223.682414,0.716930814102564,0.232308807950232,0.0539673822512579,0,0.609375,0.7534025,0.876543,1,-1.1920782054206,4.80767950422501,4.92214967194084e-14,0.000869857918628703
"Constraint",94.94692,0.304317051282051,0.234031859122001,0.0547709110841003,0,0.14557,0.254757,0.401745,1,1.30190884357379,4.64911826686788,1.38733454431623e-14,2.40031337082058e-05
"Hierarchy",28.896877,0.0969693859060403,0.218182229329863,0.0476034851953489,0,0.00513675,0.019276,0.1018525,1,3.5711822877138,14.9137538068553,1.95449581847515e-29,NA
"Indirects",49.603488,0.158985538461538,0.124029695453111,0.0153833653541914,0,0.06339075,0.1463175,0.2373165,0.53604,0.575855817999191,2.79890171064539,1.63829229712361e-09,0.00393772836709216
"wmc",3373,10.8108974358974,13.8756353753561,192.533257069833,1,4,7,13,166,6.07213996526304,57.2924826447459,2.01682674098093e-28,1.11022302462516e-15
"dit",578,1.8525641025641,0.902333432211893,0.814205622887295,1,1,2,2,5,0.872346459259576,3.19295308869743,1.13705408053024e-18,1.40113365354466e-10
"noc",226,0.724358974358974,1.88435330262542,3.55078736911534,0,0,0,1,17,4.69000886197824,32.5568015971074,3.92600519189049e-30,0
"cbo",3333,10.6826923076923,12.3021429835871,151.342721988622,0,4,7,12,128,4.34674707166814,32.9411542628759,1.19653067095361e-25,3.45901085552214e-12
"rfc",8319,26.6634615384615,33.1378133483453,1098.11467350977,2,8,19,33,392,5.65534794897337,53.1598619240415,3.79528468150613e-27,1.83186799063151e-14
"lcom",22713,72.7980769230769,461.996472331176,213440.740446451,0,0,3,15.5,6747,11.3075961914304,149.185300098187,2.19937406314537e-35,0
"ca",1789,5.73397435897436,10.8228827298714,117.134790584549,0,1,2,5,104,4.78031862506532,33.5399820389086,5.25196927210252e-29,0
"ce",1748,5.6025641025641,6.28700439576791,39.526424272405,0,1,4,7,46,2.45794787723667,11.6669679444051,6.06379665031167e-21,5.15111475696273e-09
"npm",2144,6.87179487179487,8.82937070927335,77.9577871217743,0,2,5,8,88,4.52944585638329,33.3803912807629,7.02158124557297e-26,1.37057032389976e-12
"lcom3",285.690432893,0.915674464400641,0.600599112883522,0.360719294396473,0,0.549404762,0.763888889,1,2,0.845487648461881,2.59194756407688,2.12960009862427e-17,3.98792110445356e-13
"loc",100899,323.394230769231,662.038784453713,438295.35212095,5,48.75,135.5,359.5,8474,7.39448058263492,79.8576699765832,1.62260945037935e-30,0
"dam",150.014580995,0.480815964727564,0.439316207368513,0.192998730056655,0,0,0.5,1,1,0.0685695873352383,1.24737454154782,1.79072431625858e-20,0
"moa",423,1.35576923076923,2.26784429235247,5.14311773435568,0,0,1,2,13,2.74953727653893,11.707247862938,2.14724696714968e-25,0
"mfa",107.237400352,0.343709616512821,0.339375140881869,0.115175486248588,0,0,0.352941176,0.6407342655,1,0.307442386925555,1.6281140309292,1.93100890675276e-17,0
"cam",128.729900446,0.412595834762821,0.203962672203783,0.0416007716525078,0.069866667,0.267857143,0.3708333335,0.5,1,1.0547430504405,3.87411117551346,5.71614201292174e-12,0.000242713681057771
"ic",176,0.564102564102564,0.714385821518718,0.510347101986973,0,0,0,1,2,0.860350661470483,2.42264698129507,1.91528490222145e-22,0
"cbm",398,1.27564102564103,2.08369483218663,4.34178415368126,0,0,0,2,15,2.66167203801829,12.8730695278418,1.25224113398e-24,0
"amc",7461.73539878,23.9158185858333,26.8795701780165,722.511292954916,0.428571429,8.91666666675,16.94736842,28.15705128,237.2,3.48608753614321,21.1601130151937,7.82281242547866e-24,1.75127468082792e-10
"max_cc",1383,4.43269230769231,8.71052631087333,75.8732686124165,0,1,2,5,112,8.40975419905886,93.1237464330837,1.60094743342224e-31,0
"avg_cc",412.374,1.32171153846154,1.29998734171238,1.68996708861242,0,0.75,1,1.505,16.2,6.1594907887603,61.1458156863612,1.26574893263574e-27,5.78093128922319e-13
