"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"nEgoBetween2",5.14927,0.0520128282828283,0.42927079185148,0.184273412736797,0,0,0,0,4.166667,9.13472830820569,87.242260660292,7.9342608131071e-22,NA
"Size3",379,3.32456140350877,2.60189044287557,6.76983387672722,0,1,3,5,10,0.718706702437592,2.91797073765026,6.72168091706068e-06,0.0370222011153996
"Ties3",366,3.21052631578947,4.16787903492218,17.3712156497438,0,0,2,5,19,1.5293580894192,4.90204540240737,8.35199981353608e-12,0.000117396012531468
"Pairs3",1646,14.4385964912281,21.1086674676664,445.575842260519,0,0,6,20,90,2.13613750775222,7.3829663596085,5.00577423552552e-14,3.03180457394969e-06
"Density3",1887.658716,19.8700917473684,17.158871285186,294.426863781582,0,0,20,32.1428565,66.666664,0.515929467709746,2.64690895423105,5.33405627933048e-06,NA
"nWeakComp3",136,1.19298245614035,0.702425544600414,0.493401645707188,0,1,1,2,4,0.484771857517924,4.28313479906896,6.26052357739865e-11,0.000252064244340322
"pWeakComp3",5312.420609,46.6001807807018,37.4910557885162,1405.57926413763,0,20,33.333332,100,100,0.457249701040877,1.6467967303337,3.77752795111677e-10,7.84606124725196e-05
"X2StepReach3",3644.166676,31.9663743508772,17.0580136902176,290.975831055651,0,27.777779,41.5277785,43.611111,46.388889,-1.10747964772118,2.50971421302459,1.37687936479465e-13,2.60571075827443e-09
"ReachEffic3",6734.538443,60.6715175045045,29.5893809357413,875.531464160414,0,51.11133,63.934425,79.2670175,100,-0.746671530184944,3.01970263895432,8.17534657983223e-08,NA
"Broker3",640,5.6140350877193,8.70332941270262,75.7479428660146,0,0,1.75,7.375,39.5,2.31875431941672,8.15779705639598,1.13230341717575e-14,6.64967632735269e-07
"nBroker3",30.561707,0.321702178947368,0.158434529598995,0.0251015001692549,0,0.2708335,0.375,0.416667,0.5,-1.08716902330725,3.05067677665699,2.09817954884082e-09,NA
"EgoBetween3",2.5,0.0219298245614035,0.192679646977207,0.037125446359261,0,0,0,0,2,9.75158304835515,99.5064809544512,2.32503369899653e-23,2.55363508117057e-11
"nEgoBetween3",24.999999,0.263157884210526,1.90364501317738,3.6238643361951,0,0,0,0,16.666666,7.65480990758553,62.7478955221131,3.35616131181028e-21,NA
"Degree",1000,8.7719298245614,16.8213071202558,282.95637323397,0,2,5,8,139,5.68289740462135,40.0676514654375,2.05256388453702e-19,3.2533723492989e-09
"OutDegree",379,3.32456140350877,2.60189044287557,6.76983387672722,0,1,3,5,10,0.718706702437592,2.91797073765026,6.72168091706068e-06,0.03089687072638
"InDegree",623,5.46491228070175,16.7908423337075,281.932386275423,0,0,1,3,138,5.95954283617369,42.7987836096102,1.84538785976066e-20,7.51620987671231e-14
"Clus.Coef",18.626281,0.188144252525253,0.132396564353456,0.0175288502525988,0,0.091386,0.181818,0.25,0.5,0.362098386644867,2.56839834467174,0.00152241791244465,NA
"Eigenvec",6.659782,0.0584191403508772,0.0601964361901751,0.00362361092999783,0,0.02832225,0.0496015,0.06499675,0.464844,3.84064512132364,23.7659857698087,5.89721089441223e-15,4.17148154325808e-05
"Power",753.982642,6.6138828245614,5.70072218770201,32.498233461358,-5.1e-05,2.053749,5.4404855,10.53129325,23.623064,0.791064229303759,2.89280407368399,2.51887068977737e-06,0.00939300378890273
"inCloseness",36.785092,0.322676245614035,0.125041029672038,0.0156352591014436,0.277008,0.277008,0.277778,0.2904565,0.876894,3.17185523798552,11.8820349123231,1.89210542667189e-19,1.48658862997308e-13
"outCloseness",32.608787,0.28604199122807,0.00708503413160022,5.01977086459401e-05,0.277008,0.279324,0.2840715,0.290651,0.302003,0.480900985669635,2.34947968079027,1.30759346633744e-05,0.0518895326999138
"OutdwReach",862.678543,7.56735564035088,4.89322372925232,23.9436384645179,1,3.125,6.8249995,10.499999,19.166666,0.379400582451918,2.14929668346197,0.000118425084008914,0.114029347464929
"IndwReach",1698.347562,14.8977856315789,29.9045347447729,894.28119830133,1,1,2,12.45833375,184.749954,3.18169977753219,14.5301262408343,2.24836898841341e-17,5.1672000012104e-11
"Betweenness",4172.000009,36.5964913070175,120.283467456704,14468.112543408,0,0,0,3.75000025,925.485718,5.02191903162006,32.0730877571861,2.52033560787558e-20,1.55431223447522e-15
"Betweenness2",98.70523,0.865835350877193,5.35570594107639,28.683586127281,0,0.001798,0.014605,0.19301925,55.70488,9.63505212775537,98.3321916192131,7.40877447972929e-23,0
"EffSize",803.534544,7.04854863157895,16.218065010075,263.02563267102,0,2,2.825,6.261905,135.244598,6.05884780682038,43.8000306616812,2.97377609704964e-20,2.61153321190477e-11
"Efficiency",81.623572,0.715996245614035,0.238958497294618,0.057101163429302,0,0.611111,0.7091665,0.88425375,1,-1.01464048384583,4.38640144415509,1.76317241545596e-07,0.0873196965333106
"Constraint",37.453646,0.328540754385965,0.258717880266831,0.0669349415697622,0,0.15885125,0.2704585,0.41692375,1,1.45556418268309,4.55791165623899,2.22693505112245e-10,0.00113585353127776
"Hierarchy",13.767127,0.126303917431193,0.284920847478771,0.0811798893280209,0,0.001921,0.01017,0.079191,1,2.63463931781732,8.28549635868062,3.7814774238433e-18,NA
"Indirects",16.209101,0.142185096491228,0.137352490416805,0.0188657066236986,0,0,0.101912,0.2341355,0.457633,0.748001367580537,2.398255031616,4.9752797634125e-08,0.0116253959042646
"wmc",1278,11.2105263157895,10.5992767195303,112.344666977177,1,5,8,14,71,3.06134166137867,16.0157030555338,9.90792554405931e-14,0.00130107857356332
"dit",271,2.37719298245614,1.27182087343683,1.61752833410961,1,1,3,3,6,0.406370507837185,2.27516940077528,2.50292310762743e-09,0.000212317785473259
"noc",72,0.631578947368421,3.40032054161774,11.5621797857476,0,0,0,0,34,8.68393840116729,83.6111951243425,1.99431111359672e-22,1.11022302462516e-16
"cbo",1254,11,15.4220850718897,237.840707964602,0,4,7.5,11,103,4.41073278972194,24.4210571585165,4.7578342810565e-18,5.08185350467372e-08
"rfc",4246,37.2456140350877,28.7739316028434,827.939139885111,3,17,32,48.5,186,2.09903355568179,9.91661291394835,2.95049679704948e-10,0.0111332810930322
"lcom",8527,74.7982456140351,270.89125858764,73382.0739791958,0,1,6,48.75,2247,6.53231886552417,47.9876824280552,2.4743408745146e-21,1.4432899320127e-15
"ca",650,5.70175438596491,15.5949446225323,243.202297779848,0,0,1,4,99,4.75731801950053,26.5510495311973,6.50808847309309e-20,9.51905221313609e-13
"ce",650,5.70175438596491,4.36788323728303,19.0784039745381,0,2,5,8,21,1.05235112616297,4.24356750749882,2.65148690907587e-06,0.131329312245572
"npm",999,8.76315789473684,8.96334979217996,80.3416394969725,0,4,6,11.75,59,3.28100313417116,16.9536841086686,1.46625700423804e-14,0.000971891707689854
"lcom3",89.130077212,0.781842782561403,0.456365597083057,0.208269558200975,0,0.58593749975,0.7258333335,0.840831044,2,1.49778782985748,5.51451911272349,9.51202855064703e-12,1.45272597451562e-06
"loc",37553,329.412280701754,342.440145571715,117265.253299177,14,98.5,201,439.75,2193,2.44710112644679,11.2002453166791,1.73324584678959e-12,0.00140612408540275
"dam",96.523264236,0.846695300315789,0.330779842436552,0.10941530416235,0,1,1,1,1,-1.97641583757381,5.2186278058897,6.22994299023913e-18,0
"moa",88,0.771929824561403,1.2411462566636,1.54044403043006,0,0,0,1,7,2.25225510919282,9.04207492905457,9.71247936364416e-15,3.77056908140716e-07
"mfa",57.23668102,0.502076149298246,0.411384191126474,0.169236952708783,0,0,0.6772727275,0.880952381,1,-0.289526226838513,1.26024455261529,3.46981524654134e-12,1.97935405399363e-07
"cam",54.520781796,0.478252471894737,0.236162817216113,0.0557728762354513,0.127731092,0.2943121695,0.416666667,0.666666667,1,0.651009637152669,2.45380912591325,2.11916021909701e-05,0.111304735663831
"ic",99,0.868421052631579,1.07681238778671,1.15952491849092,0,0,0.5,1,4,1.07482016363595,3.152938223245,6.58694619151045e-12,8.20589104799652e-06
"cbm",139,1.21929824561404,1.72313139489352,2.96918180406769,0,0,0.5,2,7,1.57585690206122,4.78823176996346,4.52501510617757e-13,2.44020927153699e-06
"amc",3376.005222265,29.6140808970614,20.6753820797072,427.471424141877,3,14.5624999975,24.598484845,35.9375,101,1.42584268190237,4.67154404361271,6.42329760027093e-09,0.0107069180089513
"max_cc",515,4.51754385964912,5.07681256029761,25.7740257723956,0,1,3,6,35,2.92052724848959,14.8519851813208,3.48491042567412e-14,2.15062000599175e-05
"avg_cc",164.4046,1.44214561403509,1.01056809416545,1.02124787294519,0,0.8333,1.2,1.638425,5.8696,2.43391561706773,9.6123664686118,4.46195849150769e-13,0.000440162732238236
