"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"outCloseness",55.177459,0.0753790423497268,0.00509133028578145,2.59216440789154e-05,0.072254,0.072307,0.072621,0.07451225,0.087622,1.47325986904072,3.34524281575469,2.07784592219526e-37,0
"OutdwReach",12082.979075,16.5068020150273,21.9275970395838,480.819511930365,1,2,5.5,19.77083375,111.471451,1.56156934981039,4.32814405010219,5.0299952034075e-33,0
"IndwReach",34270.693786,46.8178876857923,70.0193444539862,4902.70859776596,1,2,5.35,107.28265575,447.233856,1.63308802906578,5.73911598956021,1.66891785121964e-34,0
"Betweenness",412654.824523,563.736099075137,3423.44595476882,11719982.205223,0,0,2.5,70.10887675,64577.66797,13.1444078552564,210.429225728478,3.83496514121615e-49,0
"Betweenness2",151.225066,0.206591620218579,1.02781630085403,1.05640634830126,0,0,0.013331,0.122429,18.286413,12.0967101171647,178.943201075138,1.2349286505556e-48,0
"EffSize",3503.272387,4.78589123907104,11.9298734174482,142.321879756338,0,1,2.3541665,4.61071425,238.99794,12.5714193093841,218.583826126125,1.1357429531671e-46,0
"Efficiency",577.623998,0.789103822404372,0.272533875589497,0.0742747133438316,0,0.70727025,0.875,1,1,-1.75779224772256,5.55452305102272,4.52673119313843e-32,0
"Constraint",308.798412,0.421855754098361,0.306000752997209,0.0936364608348587,0,0.2,0.351131,0.555556,1,0.709868510624128,2.50854833583461,8.82564814551979e-22,2.40695907649524e-10
"Hierarchy",145.567573,0.215018571639586,0.359616242127426,0.129323841601852,0,0.003127,0.042219,0.167228,1,1.64396572395173,3.88301904682577,3.58147023198113e-37,NA
"Indirects",73.794908,0.100812715846995,0.122681383830806,0.0150507219386414,0,0,0.0534945,0.175,0.547362,1.19454203561769,3.72311873162679,2.87144891971946e-28,0
"wmc",6827,9.32650273224044,11.0765873694196,122.690787752387,1,3,6,12,141,5.00721114872633,45.44253201842,5.24137219966841e-38,0
"dit",1558,2.12841530054645,1.32529271048549,1.75640076846598,0,1,2,3,6,0.649146777593177,2.80894235919293,8.95423740653276e-22,0
"noc",455,0.621584699453552,2.79881227538949,7.83335015287091,0,0,0,0,36,7.76353566158593,75.8871545489794,1.62842900094262e-47,0
"cbo",6877,9.3948087431694,9.49943480738076,90.2392616596772,0,4,7,12,109,4.2040638427693,34.3609523378276,5.21669868371798e-35,0
"rfc",17649,24.1106557377049,24.3470697255457,592.779804220583,2,8,17,31,286,3.47086248798048,26.4418487016248,3.38153141876835e-33,0
"lcom",59142,80.7950819672131,467.020780466506,218108.409387545,0,1,6,36,9792,16.0905353457456,303.876512314662,2.54701464515545e-49,0
"ca",2236,3.05464480874317,6.54269511601989,42.8068593811905,0,1,1,3,105,8.60943860401572,106.190801632705,1.42613484383766e-44,0
"ce",5100,6.9672131147541,6.76569089926497,45.7745733443968,0,3,5,9,69,2.65237994673239,15.9742918630284,4.85954624524288e-30,3.33066907387547e-16
"npm",5427,7.41393442622951,9.98340468866392,99.6683691776367,0,2,4,9,130,5.40551410386142,51.7884178478405,3.49826057248937e-39,0
"lcom3",707.542686503,0.966588369539617,0.678345251688945,0.460152280488938,0,0.5,0.7656862745,2,2,0.552378569906464,1.94949580622394,8.38445411398805e-27,0
"loc",96077,131.252732240437,170.00628557035,28902.1371334275,4,31,74.5,163.25,1747,3.61472004093662,23.1777720937745,4.77322170514604e-36,0
"dam",512.572371419,0.700235480080601,0.445656136278422,0.198609391802611,0,0,1,1,1,-0.881966751969414,1.83030608198019,1.02350126054477e-37,0
"moa",497,0.67896174863388,1.22867918747346,1.50965254573045,0,0,0,1,9,3.13513167304298,16.3249382729627,3.30982214142762e-38,0
"mfa",342.262147278,0.46757123945082,0.414573786952014,0.171871424827734,0,0,0.588235294,0.884615385,1,-0.0735543975608295,1.2224331008044,6.72697526968715e-30,0
"cam",330.869698689,0.452007785094262,0.214118540314724,0.0458467493065082,0.057142857,0.29366515825,0.416666667,0.6,1,0.667647518283274,2.97984623831718,2.00473680273943e-14,2.99311614082587e-06
"ic",318,0.434426229508197,0.605325724367109,0.366419232580566,0,0,0,1,3,1.14115832270532,3.62530348924374,6.09504120386815e-35,0
"cbm",529,0.722677595628415,1.33084194775115,1.77114028989407,0,0,0,1,15,3.64590173522273,26.3100035246442,2.09418319605504e-38,0
"amc",9428.209509597,12.8800676360615,11.7009366224679,136.911917843009,1.333333333,6.3021978025,9.489130435,15.287878785,148.6666667,4.07351824076621,33.7386347819522,3.48409741562399e-35,0
"max_cc",1758,2.40163934426229,2.7869929548197,7.76732973021462,0,1,1,3,32,4.55111932865148,36.9373405208899,1.77955350485305e-38,0
"avg_cc",701.2251,0.957957786885246,0.642484533889144,0.412786376286751,0,0.6667,0.83525,1.1,6.5,3.01013798949359,19.1386167271539,5.01454231032181e-31,0
