"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","ks.p"
"X2StepReach",88438.215782,7.83471082406095,8.59079398191875,73.8017412397715,0,0.662363,4.485621,13.716777,47.899723,1.11263044122006,3.39485719288817,0
"ReachEffic",739297.153149,65.5986826219166,25.7463129933974,662.872632753982,0,47.5419835,69.7458995,86.04544275,100,-0.647804389410243,2.83292887590577,NA
"Broker",10425299,923.573618001417,18657.884752031,348116663.420069,0,2.5,15.5,71.5,1086450.5,40.2701334519606,1895.65154964862,0
"nBroker",4009.429204,0.38320072675141,0.111547176006172,0.012442772474952,0,0.35,0.416667,0.450758,0.5,-2.02071040083607,7.30510796403324,NA
"EgoBetween",707933.652313,62.7155964132707,787.289037779125,619824.029007181,0,0,2,11,50920.32031,40.8237399284976,2235.93010874975,0
"nEgoBetween",88410.764025,8.44984842062506,10.6500653780549,113.423892556844,0,0,4.963235,13.140263,92.131371,1.89927311541921,7.70729649546728,NA
"Size2",80492,7.13075832742736,40.35711609385,1628.69681941248,0,1,1,4,1466,19.4025911140856,505.258709762889,0
"Ties2",159464,14.1268603827073,180.395516639597,32542.5424236672,0,0,0,1,10931,39.1913938018092,1943.84862626461,0
"Pairs2",18876578,1672.2694897236,37035.3265193324,1371615410.39357,0,0,0,12,2147690,40.4549203817375,1904.21145153901,0
"Density2",92082.95991,11.7437775679123,20.3726523718981,415.044964666207,0,0,0,16.666666,100,2.19463972250105,8.01999987758261,NA
"nWeakComp2",24779,2.19516300496102,6.4161040406557,41.1663910605184,0,1,1,2,235,13.9075962075585,310.524646385995,0
"pWeakComp2",642057.008437,56.8796074093728,42.975189517389,1846.8669140555,0,5.555555,60,100,100,-0.215430806356807,1.30397749581239,0
"X2StepReach2",7663.326761,0.678891456502481,2.08537537272712,4.34879044517678,0,0.025153,0.19284,0.561751,47.899723,10.2163025453529,146.042990408402,0
"ReachEffic2",680169.780923,60.5133257048932,39.2059195149187,1537.10412501028,0,25.5460605,71.16251,100,100,-0.528693056572216,1.72953455841825,NA
"Broker2",9358557,829.071314670446,18435.554171011,339869657.592282,0,0,0,3.5,1068379.5,40.4550882236025,1903.61035014938,0
"nBroker2",2134.085165,0.272170024869277,0.215586828860579,0.0464776807781607,0,0,0.345238,0.48542,0.5,-0.30326820457202,1.31376033056734,NA
"EgoBetween2",246103.655699,21.8022373936038,457.662527988075,209454.989524436,0,0,0,0,34686.17188,48.4911485473233,3159.52702848647,0
"nEgoBetween2",30747.411787,3.92136357441653,12.6760871908027,160.683186468833,0,0,0,0,100,4.09558483283913,21.7451901896797,NA
"Size3",77670,6.88075832742736,8.78373649532111,77.154026819236,0,2,4,9,184,3.92333091479508,36.1326908375419,0
"Ties3",154742,13.708540042523,31.1156755662906,968.185265946656,0,0,3,14,895,7.17950296390432,107.350735739821,0
"Pairs3",1327596,117.611268603827,538.090286966812,289541.156928026,0,2,12,72,33672,28.546975976919,1453.33121816878,0
"Density3",184297.979276,18.3454090459885,17.5565560330531,308.232659741732,0,4.16540925,15,26.50401125,100,1.30191946606939,5.35943480908383,NA
"nWeakComp3",18856,1.67044649184975,1.81944014683658,3.31036244792071,0,1,1,2,107,21.2502917578704,1070.15256004466,0
"pWeakComp3",443374.525706,39.2783952609851,34.9860129539122,1224.02110241131,0,11.111111,28.571428,63.636364,100,0.691944980061022,2.09759408890213,0
"X2StepReach3",84108.199852,7.45111621651311,8.53485099588378,72.8436815219384,0,0.268299,3.831642,13.333194,42.802044,1.11247547422578,3.3394586793061,0
"ReachEffic3",702988.838495,62.4712377583755,32.4583483714659,1053.54437900344,0,40.430225,70.978142,89.864868,100,-0.711103794799291,2.36496461748889,NA
"Broker3",586427,51.951364280652,257.325575889075,66216.4520066439,0,0,5,28.5,16388.5,29.9694084824061,1561.8253662053,0
"nBroker3",3326.510127,0.331127824706351,0.161790791183286,0.0261762601117135,0,0.25,0.4,0.44375,0.5,-1.17677996660463,3.04562730617149,NA
"EgoBetween3",94787.616641,8.39720204119419,172.140532571351,29632.3629539485,0,0,0,0,8546.735352,41.0022340984657,1800.09833613214,0
"nEgoBetween3",23877.066277,2.3767734697392,7.60531592897355,57.8408303794988,0,0,0,0,100,5.00161764471517,37.1744943960576,NA
"Degree",153960,13.6392629340893,41.3899197997767,1713.12546103195,0,3,7,14,1479,18.0516192279742,457.187911185253,0
"OutDegree",77670,6.88075832742736,8.78373649532111,77.154026819236,0,2,4,9,184,3.92333091479508,36.1326908375419,0
"InDegree",80492,7.13075832742736,40.35711609385,1628.69681941248,0,1,1,4,1466,19.4025911140856,505.258709762889,0
"Clus.Coef",1966.141575,0.196909521782674,0.150620059522973,0.0226864023307041,0,0.095238,0.166667,0.263636,1,1.31832832856254,5.67185484277448,NA
"Eigenvec",40.463494,0.00358464688164422,0.00870325372407967,7.57466253857066e-05,0,3.6e-05,0.000592,0.00311425,0.301972,11.9591924020942,289.893665739233,0
"Power",237305886.23278,21022.8460518055,122657.677596297,15044905873.3171,0,4.2652555,55.244678,385.0404435,4218974,13.1307823627068,278.416901015943,0
"inCloseness",107.682535,0.00953955838058115,0.0019753539775291,3.90202333654002e-06,0.008383,0.008384,0.008419,0.009706,0.018724,2.20733185772891,7.9467145209176,0
"outCloseness",106.384054,0.00942452639971651,0.00145477417962989,2.11636791371781e-06,0.008383,0.00840575,0.008689,0.0095965,0.014704,1.61400453650054,4.43289332123756,0
"OutdwReach",2389063.861675,211.646337852144,241.167853246632,58161.933439589,1,17.27807525,98.514828,303.846428,1042.0625,1.20087679416826,3.41012083183685,0
"IndwReach",2406743.068767,213.21253266894,346.814106181975,120280.024246802,1,2,18.1138145,283.441101,3397.793945,2.37600096167626,10.857517033841,0
"Betweenness",68896506.963078,6103.51762606999,57430.6261065091,3298276814.98564,0,0,11.0045035,869.4452515,2330184.5,27.481339574943,947.186060193983,0
"Betweenness2",2.748145,0.000243457211197732,0.00236942987961277,5.61419795440179e-06,0,0,8e-06,8.8e-05,0.157738,37.6898825283504,2020.92494674666,0
"EffSize",130521.700101,11.562872085489,40.6845165436783,1655.22988639283,0,2.25,4.928571,10.692307,1462.874756,18.5718785702789,475.837923676038,0
"Efficiency",8445.298739,0.748166082476967,0.218139222864152,0.0475847205517762,0,0.66296275,0.78125,0.88346775,1,-1.64133573305717,6.48136217702757,0
"Constraint",2872.72352,0.25449357902197,0.256723357687306,0.0659068823822445,0,0.085139,0.1694465,0.333333,1.125,1.78887253945267,5.6217685829349,0
"Hierarchy",1129.646813,0.104500167715079,0.262748768445472,0.0690369153196125,0,0.001263,0.008287,0.05800575,1,2.99854649712917,10.3335396783191,NA
"Indirectsfile",1208.543366,0.107064437101347,0.113473743827769,0.0128762905382902,0,0.01830775,0.073992,0.15917225,0.72164,1.58109218563669,5.94491677569026,0
