"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","ks.p"
"Pairs2",5492190,913.234120385767,16699.5710356598,278875672.775047,0,0,0,12,871422,36.9726711469696,1623.41016661843,0
"Density2",47471.744368,11.5784742360976,19.3561835500783,374.661841624321,0,0,0,16.666666,100,2.14467635948127,7.92319161482399,NA
"nWeakComp2",12918,2.14798802793482,5.96425254670701,35.572308440901,0,1,1,2,265,19.1336874405071,678.647729019194,0
"pWeakComp2",348732.438291,57.9867705838045,42.8178932215965,1833.37197993604,0,8.333333,66.666664,100,100,-0.254738469080617,1.31501645676801,0
"X2StepReach2",6914.768031,1.14977852194879,3.0086228716342,9.05181158372041,0,0.083153,0.399135,1.04773,51.771164,7.80697602374844,82.4527322210436,0
"ReachEffic2",369371.508745,61.6132625095913,38.5933627365537,1489.44764731521,0,32.5618495,71.929825,100,100,-0.556210596953689,1.79743800065537,NA
"Broker2",2709795.5,450.581227136681,8292.77926802613,68770187.988204,0,0,0,4.5,432761.5,36.9841520166946,1624.01376063077,0
"nBroker2",1164.64126,0.284058843902439,0.212416107054699,0.0451206025362733,0,0,0.375,0.485779,0.5,-0.415778701443495,1.40761164046541,NA
"EgoBetween2",92658.28306,15.4070972830063,230.27393554956,53026.0853934829,0,0,0,0,10280.78906,27.656662157432,942.861410198841,0
"nEgoBetween2",17521.051869,4.27342728512195,13.6135406292972,185.328488465526,0,0,0,0,100,3.91761783126304,19.7035006839518,NA
"Size3",39971,6.64632524110409,8.02918273868272,64.4677754511605,0,2,4,9,145,3.58961435602145,31.7465100649864,0
"Ties3",72599,12.0716661124044,24.8255651128171,616.308683170722,0,0,3,13,619,6.1998712491679,87.2695634415981,0
"Pairs3",613334,101.984369803791,427.999069486043,183183.203480918,0,2,12,72,20880,24.9555785202366,1014.41863541464,0
"Density3",94800.346134,17.5686334570052,17.0732154519909,291.494685870099,0,0,14.285714,25,100,1.29758536684371,5.35447799219007,NA
"nWeakComp3",10398,1.72896574659129,1.74130202441166,3.03213274022016,0,1,1,2,62,10.3926547410813,285.654806272879,0
"pWeakComp3",238564.968455,39.6682687820086,34.9390954077067,1220.74038790883,0,11.111111,28.571428,66.666664,100,0.663347574164487,2.06821673114363,0
"X2StepReach3",49484.017986,8.22813734386432,9.54524137373475,91.1116328828577,0,0.498919,3.509064,15.21287225,44.187595,1.08500760146947,3.11109745971419,0
"ReachEffic3",359379.291146,59.9265117802234,31.8739074541111,1015.94597639324,0,39.402172,66.420662,85.714287,100,-0.615253465318988,2.32479586063714,NA
"Broker3",270367.5,44.9563518456934,204.698954031361,41901.6617815333,0,0,5,28.5,10130.5,26.0280184424274,1077.62599040919,0
"nBroker3",1795.998256,0.332838816901408,0.163473354238514,0.0267235375459906,0,0.25,0.4,0.447628,0.5,-1.18252395795929,3.03388016235112,NA
"EgoBetween3",48594.915685,8.08029858413701,131.842131711974,17382.3476943575,0,0,0,0,5060.289063,29.5255812971368,937.583516430218,0
"nEgoBetween3",14182.328923,2.62830409988881,8.4659008830734,71.6714777620229,0,0,0,0,100,4.99669363057688,35.4659229324906,NA
"Degree",77720,12.9231792484204,30.6701048512016,940.655331583697,0,3,7,14,950,14.3120600933599,308.983336628722,0
"OutDegree",39971,6.64632524110409,8.02918273868272,64.4677754511605,0,2,4,9,145,3.58961435602145,31.7465100649864,0
"InDegree",39971,6.64632524110409,29.5948043076307,875.852442006956,0,1,1,4,934,15.7477906122138,351.341748689789,0
"Clus.Coef",1034.484425,0.191997851707498,0.145701963130037,0.0212290620599466,0,0.09392925,0.166667,0.25,1,1.38139046145562,6.19449860490013,NA
"Eigenvec",31.765018,0.00528184536082474,0.011764518230783,0.000138403889202426,0,4.3e-05,0.000934,0.00501075,0.326513,9.3244574870336,180.116812564284,0
"Power",1951462810073.2,324486666.124576,2509100660.32957,6295586123666260992,0,10.060918,838456.8125,5456621.25,64326291456,15.2573193089259,310.492519385459,0
"inCloseness",114.775198,0.0190846687728633,0.00389476157549484,1.5169167729951e-05,0.016627,0.01663,0.016872,0.01926225,0.035141,1.94933630033668,6.32464631010086,0
"outCloseness",114.342433,0.0190127091785833,0.00359324052852268,1.2911377495818e-05,0.016627,0.016652,0.01714,0.019328,0.030347,1.78325333407864,4.9063760949507,0
"OutdwReach",739565.694866,122.974009788161,144.544169292903,20893.0168765753,1,6.1708335,56.0793555,186.241287,666.608765,1.38382030125864,4.06106622976387,0
"IndwReach",739565.13465,122.973916636182,193.161444490792,37311.3436377692,1,2,33.2416685,187.361851,1726.777588,2.76002917629859,13.5436798464275,0
"Betweenness",19655816.962435,3268.34335923429,23269.3409602912,541462228.726285,0,0,9.3294295,521.8375705,830589.625,18.5955855618571,467.201515398318,0
"Betweenness2",2.901941,0.000482530927835052,0.00364676412385629,1.32988885750453e-05,0,1e-06,2.2e-05,0.000205,0.208109,35.9652961061919,1831.34950365197,0
"EffSize",65464.178571,10.8852974012305,29.9316074458417,895.901124291967,0,2.5,5.1875,10.730769,936.374451,14.8683571268946,325.702258590641,0
"Efficiency",4580.316011,0.761608914366478,0.201072448279311,0.0404301294570362,0,0.675,0.793367,0.887755,1,-1.67135727546296,7.1671287245423,0
"Constraint",1545.392985,0.25696591037579,0.254492559566932,0.0647664628749284,0,0.09015975,0.170773,0.33090225,1.0525,1.81293088681823,5.70422612544816,0
"Hierarchy",598.782537,0.102742370796156,0.260920562552378,0.0680795399626493,0,0.00162375,0.0092815,0.0565645,1,3.04331908519496,10.5833032309597,NA
"Indirectsfile",706.839309,0.117532309444629,0.116783232294843,0.0136383233452312,0,0.02369,0.0883165,0.173028,0.725809,1.40082585565786,5.20457454979791,0
