Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirects,name, version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bug_2
java\org\apache\poi\hssf\usermodel\HSSFHeader.java-->HSSFHeader,3,1,6,16.666666,,,2,66.666664,11.605723,91.25,2.5,0.416667,2,33.333332,2,1,2,50,,,1,50,10.810811,94.444443,0.5,0.25,0,0,1,0,0,,0,0,1,100,1.27186,100,0,,0,,3,0.476948,0.000652,1,2,0.158983,0.317965,0.166667,3,0.005448,0.770461,2.05324,0.122384,349221,393129,0.180115,0.159998,4,33.409527,0.006349,0.053031,15.214379,0.003852,0.00533,2.5,0.833333,0.399077,0.020374,0.088164,poi,2.5.1,org.apache.poi.hssf.usermodel.HSSFHeader,16,1,0,2,30,88,1,1,14,0.683333333,250,0,1,0,0.21875,0,0,14.375,4,1.125,1,1
java\org\apache\poi\hssf\record\formula\Ref3DPtg.java-->Ref3DPtg,9,9,72,12.5,,,3,33.333332,43.084259,63.915092,31.5,0.4375,13.5,18.75,3,2,6,33.333332,,,1,33.333332,8.903021,59.574467,2,0.333333,0,0,7,2,42,4.761905,,,5,71.428574,42.130367,70.855614,20,0.47619,4.5,10.714286,9,1.430843,0.001956,7,3,1.112878,0.476948,0.125,36,0.026481,3.744977,-43.231876,-2.576851,331696,324077,0.189631,0.19409,57.116661,38.804756,0.090661,0.061595,49.871677,0.012625,0.553911,7.65,0.85,0.146081,0.073517,0.104466,poi,2.5.1,org.apache.poi.hssf.record.formula.Ref3DPtg,22,2,0,9,51,89,3,7,22,0.721088435,417,0.857142857,2,0.269230769,0.233766234,1,2,17.63636364,5,1.0455,2,1
java\org\apache\poi\hssf\record\LabelSSTRecord.java-->LabelSSTRecord,8,9,56,16.071428,,,1,12.5,50.397457,39.575531,23.5,0.419643,8,14.285714,5,2,20,10,,,3,60,28.775835,69.884171,9,0.45,0,0,3,0,6,0,,,3,100,43.402225,50.369003,3,0.5,0,0,8,1.27186,0.001738,3,5,0.476948,0.794913,0.160714,28,0.05969,8.441483,1.260776,0.075149,347964,394383,0.180766,0.15949,4,34.816673,0.006349,0.055265,4.172395,0.001056,0.074633,6.0625,0.757813,0.137828,0.003822,0.048042,poi,2.5.1,org.apache.poi.hssf.record.LabelSSTRecord,25,2,0,8,40,258,4,4,23,0.758333333,390,0.8,0,0.333333333,0.3,1,6,14.4,7,1.76,2,1
java\org\apache\poi\hssf\record\TextRecord.java-->TextRecord,8,5,56,8.928572,,,3,37.5,49.125595,36.829559,25.5,0.455357,10,17.857143,3,0,6,0,,,3,100,21.144674,76.436783,3,0.5,0,0,5,0,20,0,,,5,100,47.853737,45.263157,10,0.5,0,0,8,1.27186,0.001738,5,3,0.794913,0.476948,0.089286,28,0.061671,8.721631,2.412453,0.143795,394383,393125,0.15949,0.16,6,4,0.009524,0.006349,4.211573,0.001066,0.146794,6.75,0.84375,0.146725,0.024668,0.070711,poi,2.5.1,org.apache.poi.hssf.record.TextRecord,62,2,0,6,85,611,1,5,60,0.953972257,1390,0.5,14,0.157142857,0.266129032,1,6,20.58064516,2,0.9677,2,1
java\org\apache\poi\hssf\record\DBCellRecord.java-->DBCellRecord,5,4,20,20,,,1,20,46.581875,40.027321,8,0.4,2,10,2,0,2,0,,,2,100,23.847376,78.947365,1,0.5,0,0,3,0,6,0,,,3,100,43.402225,50.369003,3,0.5,0,0,5,0.794913,0.001086,3,2,0.476948,0.317965,0.2,10,0.054696,7.735234,1.319017,0.07862,348624,394383,0.180424,0.15949,4,28.150015,0.006349,0.044683,0.130285,0.000033,0.006226,3.4,0.68,0.204972,0.00006,0.012328,poi,2.5.1,org.apache.poi.hssf.record.DBCellRecord,15,2,0,7,32,79,4,3,13,0.785714286,251,0.666666667,0,0.47826087,0.483333333,1,6,15.53333333,3,1.2,3,1
java\org\apache\poi\hssf\record\DatRecord.java-->DatRecord,7,5,42,11.904762,,,2,28.571428,48.807632,38.664986,18.5,0.440476,5,11.904762,2,0,2,0,,,2,100,20.349762,99.224808,1,0.5,0,0,5,0,20,0,,,5,100,47.853737,45.263157,10,0.5,0,0,7,1.112878,0.001521,5,2,0.794913,0.317965,0.119048,21,0.057807,8.17512,2.413328,0.143847,395012,393125,0.159236,0.16,6,3,0.009524,0.004762,4.04,0.001023,0.141153,5.571428,0.795918,0.171232,0.028561,0.080813,poi,2.5.1,org.apache.poi.hssf.record.DatRecord,20,2,0,6,37,0,1,5,18,0.684210526,321,0.833333333,4,0.392857143,0.36,1,6,14.75,2,0.9,2,1
java\org\apache\poi\hpsf\SpecialPropertySet.java-->SpecialPropertySet,3,2,6,33.333332,,,1,33.333332,3.020668,70.370369,2,0.333333,0,0,2,0,2,0,,,2,100,1.112878,70,1,0.5,0,0,1,0,0,,0,0,1,100,2.702703,100,0,,0,,3,0.476948,0.000652,1,2,0.158983,0.317965,0.333333,3,0.000626,0.088569,7.253507,0.432348,389996,386855,0.161284,0.162593,8.083333,5.95,0.012831,0.009444,0,0,0.000127,1.666667,0.555556,0.472129,0.037534,0.178105,poi,2.5.1,org.apache.poi.hpsf.SpecialPropertySet,10,2,2,5,20,0,2,3,10,0,53,1,1,0.64,0.55,1,2,4.2,1,0.9,1,1
java\org\apache\poi\hssf\record\DefaultColWidthRecord.java-->DefaultColWidthRecord,5,4,20,20,,,1,20,46.581875,40.027321,8,0.4,2,10,2,0,2,0,,,2,100,23.847376,78.947365,1,0.5,0,0,3,0,6,0,,,3,100,43.402225,50.369003,3,0.5,0,0,5,0.794913,0.001086,3,2,0.476948,0.317965,0.2,10,0.054696,7.735234,1.319333,0.078639,348624,394383,0.180424,0.15949,4,28.150015,0.006349,0.044683,0.130285,0.000033,0.006226,3.4,0.68,0.204972,0.00006,0.012328,poi,2.5.1,org.apache.poi.hssf.record.DefaultColWidthRecord,12,2,0,5,22,54,2,3,10,0.818181818,117,0.5,0,0.55,0.5,1,6,8.583333333,2,0.8333,2,1
java\org\apache\poi\hssf\usermodel\HSSFSheet.java-->HSSFSheet,68,192,4556,4.214223,,,1,1.470588,56.279808,34.911243,2182,0.478929,812.241638,17.827955,48,58,2256,2.570922,,,1,2.083333,25.91415,37.819027,1099,0.487145,84,3.723404,21,36,420,8.571428,,,5,23.809525,51.351353,54.285713,192,0.457143,51,12.142858,68,10.810811,0.014776,21,48,3.338633,7.631161,0.042142,2278,0.077607,10.975323,-1076.309326,-64.153778,349777,267595,0.179829,0.235057,100.700119,58.700001,0.159841,0.093175,5347.924805,1.353864,5.543077,62.753624,0.922847,0.057734,0.30998,0.507928,poi,2.5.1,org.apache.poi.hssf.usermodel.HSSFSheet,93,1,0,33,244,0,6,28,79,0.925951087,1441,0.4375,3,0,0.144927536,0,0,14.32258065,18,1.6559,4,1
java\org\apache\poi\hssf\record\EscherAggregate.java-->EscherAggregate,25,55,600,9.166667,,,1,4,51.351353,44.490356,272.5,0.454167,66.5,11.083333,3,1,6,16.666666,,,2,66.666664,18.759937,83.687943,2.5,0.416667,0,0,22,41,462,8.874459,,,1,4.545455,43.402225,46.666668,210.5,0.455628,0,0,25,3.974563,0.005432,22,3,3.497615,0.476948,0.091667,300,0.053157,7.517479,-590.090332,-35.172531,349825,267851,0.179804,0.234832,74.699982,35.549999,0.118571,0.056429,2069.734375,0.523967,1.138856,21.299999,0.852,0.069781,0.031497,0.289481,poi,2.5.1,org.apache.poi.hssf.record.EscherAggregate,20,3,0,34,126,130,3,32,10,1.047117794,1170,0.019047619,2,0.558139535,0.161538462,2,7,47,11,2.4,1,1
java\org\apache\poi\hssf\usermodel\HSSFWorkbook.java-->HSSFWorkbook,73,134,5256,2.549467,,,5,6.849315,46.263912,37.164749,2561,0.487253,910.75,17.327816,51,10,2550,0.392157,,,41,80.392159,25.278219,42.513371,1270,0.498039,0,0,22,21,462,4.545455,,,7,31.818182,37.519875,57.70171,220.5,0.477273,0,0,73,11.605723,0.015863,22,51,3.497615,8.108109,0.025495,2628,0.057534,8.136516,1191.229248,71.003624,362307,238747,0.17361,0.263459,118.316826,53.5,0.187804,0.084921,5481.036621,1.387562,9.182825,69.88356,0.957309,0.040597,0.298675,0.361855,poi,2.5.1,org.apache.poi.hssf.usermodel.HSSFWorkbook,54,1,0,34,183,89,4,30,45,0.878216123,1831,0.727272727,4,0,0.140161725,0,0,32.7037037,32,2.2963,11,1
java\org\apache\poi\hssf\record\WindowOneRecord.java-->WindowOneRecord,6,4,30,13.333333,,,2,33.333332,48.012718,38.817482,13,0.433333,4,13.333333,2,0,2,0,,,2,100,25.437202,81.632652,1,0.5,0,0,4,0,12,0,,,4,100,44.356121,47.938145,6,0.5,0,0,6,0.953895,0.001304,4,2,0.63593,0.317965,0.133333,15,0.057255,8.097074,2.455352,0.146352,331068,393754,0.189991,0.159744,5,38.183331,0.007937,0.060608,1.907652,0.000483,0.024567,4.75,0.791667,0.170029,0.000061,0.010009,poi,2.5.1,org.apache.poi.hssf.record.WindowOneRecord,38,2,0,6,52,479,2,4,35,0.898648649,536,0.9375,6,0.244444444,0.335135135,1,6,12.68421053,2,0.9211,2,1
java\org\apache\poi\hssf\record\ColumnInfoRecord.java-->ColumnInfoRecord,7,5,42,11.904762,,,2,28.571428,47.53577,38.481339,18.5,0.440476,7.5,17.857143,3,1,6,16.666666,,,2,66.666664,23.847376,76.92308,2.5,0.416667,0,0,4,0,12,0,,,4,100,44.356121,47.938145,6,0.5,0,0,7,1.112878,0.001521,4,3,0.63593,0.476948,0.119048,21,0.057872,8.184393,2.24704,0.133936,348623,393754,0.180424,0.159744,5,28.650015,0.007937,0.045476,2.053774,0.00052,0.069215,5.571428,0.795918,0.155067,0.004543,0.039645,poi,2.5.1,org.apache.poi.hssf.record.ColumnInfoRecord,27,2,0,7,42,209,3,4,24,0.846153846,372,0.9,3,0.323529412,0.346153846,1,6,12.40740741,2,0.8889,1,1
java\org\apache\poi\poifs\storage\HeaderBlockWriter.java-->HeaderBlockWriter,8,6,56,10.714286,,,3,37.5,7.949126,68.493149,25,0.446429,10.5,18.75,3,1,6,16.666666,,,2,66.666664,6.518283,89.130432,2.5,0.416667,0,0,5,2,20,10,,,3,60,2.702703,62.962963,9,0.45,0,0,8,1.27186,0.001738,5,3,0.794913,0.476948,0.107143,28,0.003359,0.475088,6.725698,0.400887,337350,392497,0.186453,0.160256,6.5,35.428574,0.010317,0.056236,168.199997,0.042581,0.158352,6.5625,0.820313,0.192238,0.023347,0.225198,poi,2.5.1,org.apache.poi.poifs.storage.HeaderBlockWriter,8,2,0,8,19,0,2,6,6,0.821428571,324,1,6,0.3,0.583333333,1,2,38.5,4,1.375,0,0
java\org\apache\poi\hssf\record\ProtectRecord.java-->ProtectRecord,9,12,72,16.666666,,,1,11.111111,54.372021,36.933044,30,0.416667,10.833333,15.046296,6,6,30,20,,,2,33.333332,34.022259,55.729168,12,0.4,0,0,3,0,6,0,,,3,100,43.402225,50.369003,3,0.5,0,0,9,1.430843,0.001956,3,6,0.476948,0.953895,0.166667,36,0.067538,9.551386,1.403211,0.083639,331012,394383,0.190023,0.15949,4,47.833328,0.006349,0.075926,5.653271,0.001431,0.105759,6.777778,0.753086,0.122052,0.001792,0.047063,poi,2.5.1,org.apache.poi.hssf.record.ProtectRecord,12,2,0,7,22,46,4,3,10,0.818181818,127,0.5,0,0.55,0.4,1,6,9.416666667,2,1,2,1
java\org\apache\poi\hssf\record\SubRecord.java-->SubRecord,6,1,30,3.333333,,,5,83.333336,34.022259,88.065842,14.5,0.483333,16,53.333332,4,0,12,0,,,4,100,3.020668,51.351353,6,0.5,9,75,5,0,20,0,,,5,100,33.704292,91.774895,10,0.5,12,60,6,0.953895,0.001304,5,4,0.794913,0.63593,0.033333,15,0.021121,2.986969,10.773121,0.642136,344920,390613,0.182361,0.161029,8,26.400003,0.012698,0.041905,56,0.014177,0.02411,5.777778,0.962963,0.187454,0.100568,0.00982,poi,2.5.1,org.apache.poi.hssf.record.SubRecord,4,2,3,6,11,6,4,5,4,2,61,0,0,0.916666667,0.6875,0,0,14.25,5,1.25,3,1
java\org\apache\poi\hssf\record\AxisOptionsRecord.java-->AxisOptionsRecord,8,5,56,8.928572,,,3,37.5,49.125595,36.829559,25.5,0.455357,10,17.857143,3,0,6,0,,,3,100,21.144674,76.436783,3,0.5,0,0,5,0,20,0,,,5,100,47.853737,45.263157,10,0.5,0,0,8,1.27186,0.001738,5,3,0.794913,0.476948,0.089286,28,0.061671,8.721631,2.413209,0.14384,394383,393125,0.15949,0.16,6,4,0.009524,0.006349,4.211573,0.001066,0.146794,6.75,0.84375,0.146725,0.024668,0.070711,poi,2.5.1,org.apache.poi.hssf.record.AxisOptionsRecord,44,2,0,6,61,312,1,5,42,0.860465116,933,0.944444444,8,0.211538462,0.327272727,1,6,19.79545455,2,0.9545,2,1
java\org\apache\poi\poifs\storage\BlockListImpl.java-->BlockListImpl,8,8,56,14.285714,,,1,12.5,3.974563,40.322582,24,0.428571,4,7.142857,7,5,42,11.904762,,,2,28.571428,3.656598,45.098038,18.5,0.440476,0,0,1,0,0,,0,0,1,100,1.748808,100,0,,0,,8,1.27186,0.001738,1,7,0.158983,1.112878,0.142857,28,0.001965,0.277903,2.557964,0.152468,333005,392503,0.188886,0.160254,4.166667,34.47858,0.006614,0.054728,34.25,0.008671,0.112003,6,0.75,0.213974,0.013655,0.298972,poi,2.5.1,org.apache.poi.poifs.storage.BlockListImpl,6,1,2,5,13,0,2,3,4,0.5,107,1,2,0,0.458333333,0,0,16.5,3,1.1667,0,0
java\org\apache\poi\hssf\record\PasswordRecord.java-->PasswordRecord,5,4,20,20,,,1,20,47.058823,40.108402,8,0.4,2,10,2,0,2,0,,,2,100,25.437202,81.632652,1,0.5,0,0,3,0,6,0,,,3,100,43.402225,50.369003,3,0.5,0,0,5,0.794913,0.001086,3,2,0.476948,0.317965,0.2,10,0.054607,7.722638,1.52714,0.091026,331068,394383,0.189991,0.15949,4,38.183331,0.006349,0.060608,0.484164,0.000123,0.006999,3.5,0.7,0.204842,0.000051,0.012011,poi,2.5.1,org.apache.poi.hssf.record.PasswordRecord,12,2,0,5,22,54,2,3,10,0.818181818,117,0.5,0,0.55,0.5,1,6,8.583333333,2,0.8333,2,1
java\org\apache\poi\hssf\record\formula\ReferencePtg.java-->ReferencePtg,5,1,20,5,,,4,80,39.109699,74.320244,9.5,0.475,6,30,2,1,2,50,,,1,50,7.313196,58.974358,0.5,0.25,0,0,4,0,12,0,,,4,100,38.791733,82.154884,6,0.5,3,25,5,0.794913,0.001086,4,2,0.63593,0.317965,0.05,10,0.018479,2.613286,-77.362396,-4.611212,331726,324154,0.189614,0.194044,45.399998,35.3381,0.072063,0.056092,11.910567,0.003015,0.234377,4.583333,0.916667,0.227692,0.140931,0.011312,poi,2.5.1,org.apache.poi.hssf.record.formula.ReferencePtg,19,2,0,6,38,21,2,5,18,0.685185185,284,0.833333333,2,0.304347826,0.22556391,1,2,13.63157895,3,0.9474,2,1
java\org\apache\poi\hssf\record\TabIdRecord.java-->TabIdRecord,5,4,20,20,,,1,20,47.058823,40.108402,8,0.4,2,10,2,0,2,0,,,2,100,25.437202,81.632652,1,0.5,0,0,3,0,6,0,,,3,100,43.402225,50.369003,3,0.5,0,0,5,0.794913,0.001086,3,2,0.476948,0.317965,0.2,10,0.054607,7.722638,1.527452,0.091044,331068,394383,0.189991,0.15949,4,38.183331,0.006349,0.060608,0.484164,0.000123,0.006999,3.5,0.7,0.204842,0.000051,0.012011,poi,2.5.1,org.apache.poi.hssf.record.TabIdRecord,11,2,0,5,25,43,2,3,9,0.8,182,0,0,0.578947368,0.418181818,1,6,15.36363636,2,1.0909,2,1
java\org\apache\poi\hssf\record\Record.java-->Record,198,338,39006,0.866533,,,7,3.535353,51.351353,21.277998,19334,0.495667,0,0,198,338,39006,0.866533,,,7,3.535353,51.351353,21.277998,19334,0.495667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,31.478537,0.043025,0,198,0,31.478537,0.008665,19503,0.349545,49.433075,-0.437011,-0.026048,200164,396270,0.314242,0.15873,1,251.783249,0.001587,0.399656,0,0,14.059892,194.828278,0.983981,0.02036,0.398205,0.399407,poi,2.5.1,org.apache.poi.hssf.record.Record,15,1,132,155,23,105,155,0,12,2,84,0,0,0,0.483333333,0,0,4.6,1,0.8,1,1
java\org\apache\poi\hssf\record\RecalcIdRecord.java-->RecalcIdRecord,4,1,12,8.333333,,,3,75,46.104927,47.463177,5.5,0.458333,2,16.666666,1,0,0,,0,0,1,100,10.969793,100,0,,0,,3,0,6,0,,,3,100,43.402225,50.369003,3,0.5,0,0,4,0.63593,0.000869,3,1,0.476948,0.158983,0.083333,6,0.043041,6.086896,1.526999,0.091017,331070,394383,0.18999,0.15949,4,37.516666,0.006349,0.05955,0.484164,0.000123,0.006671,3.625,0.90625,0.252431,0.000049,0.004834,poi,2.5.1,org.apache.poi.hssf.record.RecalcIdRecord,13,2,0,4,27,46,1,3,11,0.777777778,201,0.333333333,0,0.523809524,0.333333333,1,6,14.23076923,2,1.0769,2,1
java\org\apache\poi\hssf\usermodel\HSSFDateUtil.java-->HSSFDateUtil,4,2,12,16.666666,,,2,50,7.790143,67.123291,5,0.416667,2.5,20.833334,3,1,6,16.666666,,,2,66.666664,7.472178,90.384613,2.5,0.416667,1,16.666666,2,1,2,50,,,1,50,7.472178,72.307693,0.5,0.25,0,0,4,0.63593,0.000869,2,3,0.317965,0.476948,0.166667,6,0.003363,0.475592,-198.982193,-11.8604,349871,267819,0.179781,0.23486,65.883308,30.383341,0.104577,0.048228,205.458328,0.052013,0.308556,3,0.75,0.319197,0.199163,0.055873,poi,2.5.1,org.apache.poi.hssf.usermodel.HSSFDateUtil,11,1,0,2,24,53,1,2,6,1.033333333,241,1,0,0,0.157142857,0,0,20.63636364,4,1.6364,0,0
