"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"cbo",9520,15.2564102564103,19.8687900788092,394.768819195786,0,4,9,19,171,3.49003003131002,19.3306775381882,4.28928238142303e-34,0
"rfc",20587,32.9919871794872,35.9811561154269,1294.64359540272,2,10,21,43,355,2.84666488581063,16.4785847444565,1.68075009276527e-30,0
"lcom",86758,139.035256410256,607.696990928771,369295.632783883,0,0,3,27,6589,7.46389528287194,65.2649813088415,1.04608220562614e-44,0
"ca",4141,6.63621794871795,16.7884783101889,281.853003971684,0,1,1,4,155,4.96162518415693,31.7533820349791,4.96097469128483e-41,0
"ce",5875,9.4150641025641,10.2382139416495,104.821024714985,0,2,6,13,64,1.92089348881627,7.75638477591468,1.03140033244515e-26,1.11022302462516e-16
"npm",6248,10.0128205128205,14.1765919149869,200.975758324073,0,3,5,11,118,3.7496945741168,21.5412772165936,9.14257421535049e-36,0
"lcom3",655.585235607,1.05061736475481,0.680771938666044,0.463450432475123,0,0.5173611115,0.833333333,2,2,0.416300252302041,1.68712197825247,8.57184555652673e-25,0
"loc",217644,348.788461538462,529.160888302742,280011.245709347,4,54.75,157,401.5,3479,3.05683953780551,13.6337848373948,7.53459244940808e-35,0
"dam",315.634142297,0.505823945988782,0.471919500290623,0.222708014754551,0,0,0.51,1,1,-0.0422274000566599,1.09751017109385,1.17509412269674e-31,0
"moa",630,1.00961538461538,1.97981074200161,3.91965057414496,0,0,0,1,18,3.95502233532073,24.5659663152163,3.40663367884796e-37,0
"mfa",373.288802646,0.598219235009615,0.428504931603764,0.183616476408747,0,0,0.857142857,0.965517241,1,-0.56368237535658,1.4743597063619,1.43236823902001e-30,0
"cam",278.533950246,0.446368510009615,0.238020017555571,0.0566535287571545,0.057650273,0.267559524,0.4,0.583333333,1,0.857277810424663,2.99212477505648,8.93647902854662e-18,1.7789529060952e-07
"ic",655,1.04967948717949,1.10700377641229,1.22545736099107,0,0,1,2,5,0.775793440645374,2.83859991245987,3.36686199453585e-25,0
"cbm",2207,3.53685897435897,4.75923571895267,22.650324628555,0,0,2,6,30,2.03332743936183,8.37584948474425,1.35893260902071e-29,0
"amc",18771.035168681,30.0817871292965,38.8254883011832,1507.41854182531,0.6,10,19.267857145,34.3999999975,436,4.55201385890786,35.0936387666841,8.26342872921054e-36,0
"max_cc",3048,4.88461538461539,6.81511071379179,46.4457340412397,0,1,3,6,86,4.73809529563,41.9048804762545,1.7586511334538e-35,0
"avg_cc",890.6286,1.42728942307692,1.34075310624081,1.79761889189437,0,0.6667,1.125,1.8,22,6.57634957868323,91.7644577673819,8.47228402786047e-34,4.39759340054025e-13
