"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"outCloseness",112.763668,0.390185702422145,0.0540984458959367,0.00292664184835559,0.343643,0.346021,0.404102,0.41939,0.651437,2.47697683985934,12.126536462436,1.54433065620313e-22,9.879186357864e-11
"OutdwReach",3769.732859,13.0440583356401,11.0964165032008,123.130459212508,1,2.833333,13.333334,20.566666,68.216675,1.46855215261024,7.38243034712897,2.68087140209491e-16,2.90208232344158e-05
"IndwReach",3760.516414,13.0121675224913,19.1883635315453,368.193295018739,1,1,4,12.73135,106.771454,2.03045085915331,6.84200057444642,3.83509982507224e-23,0
"Betweenness",21129.000053,73.1107268269896,352.173376998281,124026.087466373,0,0,0,17.5,4079.833252,8.38547103630725,81.8521657871592,2.89038679967372e-33,0
"Betweenness2",254.524249,0.880706743944637,3.1627866480666,10.0032193811884,0,0.003463,0.009495,0.380781,35.156929,6.74194439446274,59.8801025371947,8.99767090770402e-32,0
"EffSize",1336.597039,4.62490324913495,8.55702168832192,73.2226201744117,0,2,2.25,4.083333,95.116165,6.31241268142657,54.4019345065871,5.27184030907338e-30,0
"Efficiency",200.554197,0.69395915916955,0.234757111911104,0.0551109015928426,0,0.625,0.666667,0.875,1,-1.21142093541223,5.16289279098579,7.44613301569998e-16,4.48450005907652e-07
"Constraint",98.674436,0.341434034602076,0.22128184215149,0.0489656536659571,0,0.211044,0.342178,0.36564,1,1.46907214499977,5.73765074551999,7.51643636319307e-17,1.15463194561016e-12
"Hierarchy",28.408256,0.104442117647059,0.256927015536691,0.0660114913125913,0,0.00039,0.007823,0.056811,1,2.95882271283598,10.2499025812638,1.87531595494756e-28,NA
"Indirects",38.192924,0.132155446366782,0.153117810583258,0.0234450639178105,0,0.031543,0.047227,0.211815,0.671816,1.39023704708482,4.30267221964315,4.09709341050922e-18,4.85167461761193e-14
"wmc",3815,13.2006920415225,14.2249243140917,202.348471741638,1,5,8,16,86,2.1646952867438,8.00506806430584,4.91703908537721e-21,2.98439051249488e-12
"dit",747,2.58477508650519,1.3204757801807,1.74365628604383,1,1,3,4,6,0.0154596295624169,1.44962364250922,4.20732324174453e-18,1.93457472263958e-11
"noc",198,0.685121107266436,3.87313845104672,15.0012014609765,0,0,0,0,52,10.7126269825711,129.424624106359,6.45722668931136e-34,0
"cbo",1828,6.32525951557093,8.48925497433216,72.0674500192234,0,2,3,7,59,3.3560594990271,16.8172453373463,1.47821737682747e-24,4.50861570300276e-13
"rfc",8094,28.0069204152249,34.6231691332618,1198.76384083045,2,10,15,33,255,3.22295741447962,16.5276234640208,5.52980284734924e-24,3.89355214736042e-13
"lcom",30557,105.733564013841,259.878740983903,67536.9600153787,0,1,13,58,1993,4.05271494686212,22.5518996266724,7.89790535499782e-29,0
"ca",854,2.95501730103806,7.06035862937529,49.8486639753941,0,0,1,3,55,4.9739764738261,31.5190201871038,2.40937449039022e-29,0
"ce",1099,3.80276816608997,4.81381035027633,23.1727700884275,0,1,3,5,44,3.50452249891523,22.2681948403905,2.47847653028388e-23,1.65867319878998e-13
"npm",2736,9.46712802768166,9.50802616292162,90.402561514802,0,3,7,12,51,1.7803825446785,6.20958283454823,2.4721878406251e-18,3.72535702286569e-09
"lcom3",358.796264593,1.24150956606574,0.665246796515079,0.442553300273575,0,0.740740741,0.952380952,2,2,0.0299760708468983,1.49275067216669,1.35744032179599e-17,0
"loc",156706,542.235294117647,1213.32370074015,1472154.40277778,4,43,117,403,8696,4.29240037600802,23.8079699765489,9.29002900247207e-29,0
"dam",110.105817087,0.380988986460208,0.442041406633173,0.195400605178234,0,0,0,0.952380952,1,0.452279377982207,1.37014212555094,8.60351628597499e-22,0
"moa",340,1.17647058823529,3.30088372005639,10.8958333333333,0,0,0,1,38,6.48980468179367,61.1505464990306,3.21938447955975e-30,0
"mfa",159.749285471,0.55276569367128,0.418579600155468,0.175208881666311,0,0,0.765957447,0.931818182,1,-0.396255969046831,1.34787018910479,6.31592074883281e-20,1.60316204755873e-13
"cam",132.882057713,0.459799507657439,0.216013980331781,0.046662039698779,0.101328904,0.308571429,0.45,0.566666667,1,0.838471014419858,3.69018235596399,2.24293698041394e-11,0.000504017578828897
"ic",155,0.536332179930796,0.763463671802559,0.582876778162245,0,0,0,1,4,1.47189825268885,5.05973423879086,2.64308336038178e-22,0
"cbm",603,2.08650519031142,3.44744136716024,11.8848519800077,0,0,0,4,22,2.20402537883309,9.26836612429605,1.87913970725841e-23,0
"amc",9519.417459871,32.9391607607993,70.691325288612,4997.26347106036,1.222222222,4.666666667,12,35.17741935,779.8,7.57509084835418,74.4582776016171,2.73850876436193e-30,0
"max_cc",1318,4.56055363321799,10.6081059008447,112.531910803537,0,1,1,4,147,9.21647905224177,116.079910211648,5.38749321098113e-31,0
"avg_cc",397.851,1.37664705882353,1.40920687260305,1.98586400979167,0,0.7143,0.9333,1.5333,13.3585,3.74517908300704,24.2799674360149,4.86627864472107e-24,6.66133814775094e-14
